category	headline	text
business	ZRP Inoti Mari Yayakapihwa muBhajeti naVaNcube Haikwane Kutenga Pfuti, Hutsi Hunokatyidza neZvimwe	Mubhajeti risati ratambirwa nedare reparamende kana kuti budget proposal ravakatura vhiki rapera, gurukota rezvemari Muzvinafundo Mthuli Ncube vakapa mapurisa eZimbabwe Republic Police kana kuti ZRP mari inosvika mabhiriyoni makumi matanhatu emunyika kana kuti 60 billion dollars ekuita mabasa. Asi vakuru vemapurisa vanoti kuti vakwanise kuita zvavanotarisirwa kuita, vanoda mari inosvika mabhiriyoni mazana mashanu nemakumi masere kana kuti 580 billion yemunyika.  Mumwe mutevedzeri wemukuru wemapurisa achiona nezvevashandi, Deputy Commissioner General (Human Resources) VaElliot Ngirandi, vaudza nhengo dzeparamende kuti ZRP mari yavari kunzi vapihwe kana bhajeti rikatambirwa nedare iri ishoma zvikuru pane zvavange vachitarisira.  Semuenzaniso, vatiwo vaida mari inosvika mabhiriyoni mazana mana nemakumi maviri emadhora kana kuti 420 billion pamabasa akasiyana siyana akafanana nekutenga zvombo, motokari nezvimwe zvikwanisiro asi vakapihwa mabhiriyoni gumi nemaviri emadhora emunyika chete kaba kuti 12, 6 billion. VaNgirandi vati vaida mari inosvika makumi mashanu emabhiriyoni kana kuti 50 billion doallrs kuti vakwanise kuendesa mapurisa kunzvimbo dzakasiyana siyana siyana. Vati mapurisa anoenda kubasa asina mari yekubatsirikana kana kuti maallowances vakatiwo mapurisa ari kushandisa mbozhanhare dzavo pachinhambo chekushandisa zviovha zvepabasa. VaNgirandi vatiwo zvinosuwisa kuti vane vanenge vari muhusungwa kuzvitokisi havawani chekafu. Vatiwo kana zvipatara nemakirinika zveeZRP hazvina mishonga uyewo vaida mabhiriyoni matanhatu ekutenga mishonga asi vakapihwa mabhiriyoni maviri chete pabhajeti regore rinouuya. VaNgirandi vakumbira nhengo dzeparamende kubva kukomiti inoona nezvemukati menyika nekomoti yeSeneti inoona nezverunyararo munyika kuti vataure negurukota rezvemari kuti riwedzere mapurisa mari . Asi munyori mubazi rezvekudzivirirwa kwenyika, VaAaron Nhepera, vavimbisa nhengo dzeparamende kuti munyika hamusi kuzoita nyonga nyonga nekuda kwekuti ZRP yakapihwa mari shoma vachiti vakatoudza mutungamiriri wenyika nezvenyaya iyi. Vakumbirawo nhengo dzeparamende kuti dzitaure nebazi rezvemari kuti ripeZRP mvumo yekushandisa mari yefaindi nedzimwe dzainowa vachiti izvi zvinoita kuti mmapurisa awane mari yekushandisa yakakwana.  Zvichakadai mukuru mubazi reCivil Registry, Registrar General, VaHenry Machiri, vaudzawo nhengo dzeparamende kuti bazi ravo harina kuwana mari yaraida mubhajeti vachiti vakapihwa mabhiriyoni gumi reimwe kana kuti 1, 1 billion chete asi ivo vaida zana remabhiriyoni emadhora kana kuti 100 billion dollars.  VaMachiri vati vashandi vebazi ravo vakatoresa vanhu zvitupa mumatunhu ese munyika pasi pechirongwa cheNational Mobile Registration gore rino havasti vabhadhra. Varatidzawo kusafara nenyaya yekuti havana kupihwa mari yekunyoresa vanhu kuvhota zvakare kana Zimbabwe Electoral Commission ichinge yapedzeda kutara miganhu yenzvimbo dzekuvhotera gore rinouya kana kuti Delimitation. VaNhepera vatiwo kunyoreswa kwevanhu kwakashosha uye vakumbira nhengo dzeparamende dzione zvadzingaiite kuti mari yekuita izvi iwanike. Sachigaro wekomiti inoona nezvekudzvirirwa kwenyika, VaAlbert Nguluvhe pamwe nasachigaro wekomiti inoona nezverunyararo, VaDavid Parirenyatwa vaudza VaNhepera nevamwe kuti vataure zvinhu zvakakosha zvavanoda kuti zviwedzera mari vachiti zviri pachena kuti hapana mari yakawanda yekupa kuzvirongwa zvese zvabazi ravo.  Pari zvino mapazi ese ehurumende ari kusangana nemakomiti eparamende achitaura kuti anoda kuwedzerwa mari yakawanda zvakadii paramende isati yapasa bhajeti re4.5 trilllion rakaturwa svondo rapfuura. Mapazi ehurumende ainge achida mari inosvika matrillion masere nemabhiriyoni manomwe kana kuti 8,7 trillion.
business	Quantam Global Reseach Inoti Mitemo yeZiimbabwe Yokanganisa Hurongwa hweKukwezva veMabhizimisi veKunze	Ongororo yakaitwa nesangano reQuantam Global Research Lab iro rinoongorora mamiriro akaita zvinhu munyika dzemuAfrica panyaya yekukwezva vekunze vanoda kuzotanga mabhizimisi munyika iri kuratidza kuti Zimbabwe ichiri kutatarika kuti ikwanise kukwezva vekunze ava. Muzvinafundo Mthuli Ncube chizvarwa cheZimbabwe ndivo chipangamazano sangano reQuantum Global Research Lab iri. Izvi zvakabuda muongororo inonzi Africa Investment Index 2018. Nyika dzinonzi dziri kuita zvinounza budiro dzinosanganisa Morocco, Egypt, Algeria, Botswana neCote d’ivore, South Africa, Ethiopia, Zambia, Kenya neSenegal. Zimbabwe iri pachidanho chechimakumi mana nemashanu panyika makumi mashanu neina dzemuAfrica dziri kutatarika kukwezva vekunze. Dzimwe nyika dzisiri kuita zviri nani dzakafanana neZimbabwe dzinosanganisa Central African Republic, Liberia, Somalia, Eritrea, Equatorial Guinea, Gambia, Sierra Leone, Guinea uye Sao Tome and Principe. Ongororo iyi yakaburitswa kumucheto wemusangano wevakuru wemabhizimisi wakaendwa masvondo apfuura nemutungamiri wenyika VaEmmerson Mnangagwa. Global Quantum yakambobatsirawo VaMnangagwa kusangana nevamwe vakuru vemabhizimisi kubva kuSwitzerland kumucheto wemusangano wekuDavos muna Ndira. Vanoongorora nyaya dzezvehupfumi, VaMasimba Kuchera vanoti Zimbabwe inofanira kuvandudza mitemo yayo kuti ikwezve vekunze. No media source currently available  
business	Bhanga reCBZ Rinofaindiswa $385m neAmerica	Gavhuna webhanga guru renyika, Doctor John Mangudya, vanoti vane chivimbo chekuti America ichabvisa mari yezvirango iri kunzi ibhadharwe nebhanga reCBZ iro rinonzi rakatyora mutemo weAmerica une chekuita nezvirango zvakatemerwa vamwe vakuru vehurumende muna 2003 vachipomerwa mhosva yekutyora kodzero dzevanhu. Hofisi yeUnited States Treasury’s Office of Foreign Assets Control kana kuti OFAC inoti CBZ yakatyora mutemo sezvo yaibatsira vanhu vebhanga reZB iro rainge rakatemerwa zvirango. OFAC yakatanga yati CBZ ibhadhare mari inosvika mabhiriyoni matatu nezviuru mazana masere zvemadhora asi mari iyi ikazodzikiswa kusvika pamamiriyoni mazana matatu nemakumi masere nemashanu emadhora mushure mekuchema chema kwakaita CBZ. Doctor Mangudya vati vane chivimbo chekuti mari iyi ichabviswa yose asi vashora zvikuru nyaya yekutemerwa zvirango kwevamwe muhurumende pamwe nemakambani anodyidza nehurumende yeZimbabwe vachiti zvinokanganisa nyaya yemabhizimisi. Asi gweta rinorwira kodzero dzevanhu, VaDewa Mavhinga, vaudza Studio7 kuti Zimbabwe haingaudze America zvekuita maererano nekudyidzana kwenyika mbiri idzi. Vati zviri kuAmerica kuona kuti zvirango zvobviswa here ichionawo nyaya yekuremekedzwa kwekodzero dzevanhu. No media source currently available  
business	Vanhu Vofarira Hurongwa Hunokweretesa Mari Midziyo Ichiitwa Chibatiso	Vemabhizinesi madiki nemamwe achiri kusimukira vanoti vari kufara nechirongwa chebhanga guru renyika chekuti vakwanise kukwereta mari vachishandisa midziyo yavo sechibatiso. Izvi zvabuda pamusangano wezuva rimwe chete wapindwa nevamabhizinesi madiki uyo waitirwa kwaMutare. Vachitaura mushure memusangano uyu, mumwe muzvinabhizinesi, VaSondon Mugaradzoko, vati danho riri kutorwa nebhanga guru renyika richishanda nesangano reZimbabwe Association of Micro Finance Institutions, Zamfi, richabatsira zvikuru, sezvo mabhanga mazhinji achiomesera mabhizinesi madiki kana achida kukwereta mari kumabhanga aya. Mumwe apindawo mumusangano uyu, VaPeter Mavhiri, vatiwo kushandiswa kwezvipfuyo kunopa kuti vekumaruwa vakwanise kukwereta sezvo vasina maTitle Deeds pazvivakwa zvavo. Mukuru we Zamfi, Va Godfrey Chitambo, vanoti sangano ravo, iro rine nhengo zana neshanu, rakatanga hurongwa uhu mushure mekunge raona matambudziko ari kusangana nevemabhizinesi madiki ekuti vawane mari yekusimudzira mabasa avo apo vanenge vasina zvibatiso zvinodikanwa. Mumiriri webhanga guru renyika pamusangano uyu, Amai Grace Chiromo, vati kurerutsa kuwanikwa kwezvikwereti kuchapa budiriro munyika. Vatiwo vari mushishi kuti pave nemutemo wekutambira zvibatiso zvitsva izvi kuitira kuti zvicherechedzwe pazvibvumirano zvekukweretesana. Vanhu vangangosvika makumi manomwe vapinda mumusangano uyu, uye mumwe musangano wakadai uchaitwa kuMasvingo neBulawayo svondo rinouya. No media source currently available 
business	VaMangoma, VaNcube, VaMakoni neVamwe Voita Mushandirapamwe	Mapato mashanu anopikisana nehurumende yeZanu PF nemusi weChipiri akanyorerana chibvumirano chemushandirapamwe pamberi pesarudzo dzichaitwa muna 2018 achiti kubatana kunowoedzera mukana wekubvisa hutungamiri hwaVaRobert Mugabe nebato ravo avo vave nemakore makumi matatu nematanhatu vari muhutongi. Mapato mashanu anopikisa anoti MDC yaVa Welshman Ncube, Mavambo Kusile Dawn kana kuti MKD, Zunde, Dare pamwe ne Renewal Democrats of Zimbabwe kana kuti RDZ anyorerana chibvumirano chekuumba mubatanidzwa wemapato anopikisa achiti kupinda musarudzo akapatsanurana hakuna zvakunobatsira pakukwikwidzana neZanu PF. Mutungamiri weRDZ, VaElton Mangoma, vaudza Studio 7 kuti vafara zvikuru nekunyorerana kwavaita chibvumirano ichi nemamamwe mapato. Kunyangwe hazvo mapato mashanu aya anyorerana chibvumirano ichi, MDC inotungamirwa naVaMorgan Tsvangirai pamwe neZimbabwe People First inotungamirwa naAmai Joice Mujuru vanga vasina kumiririrwa asi VaMangoma vati mapato aya angangopinda mumubatanidzwa uyu. Izvi zvatsinhirirwa nemutungamiri weMKD, VaSimba Makoni avo vaimbove gurukota rezvehupfumi. VaTendai Biti, avo vanotungamira bato reProgressive Democratic Party kana kuti PDP, vanga varipowo pakusainwa kwechibvumirano ichi. VaBiti vaudza Studio 7 kuti vachiri kuda kumbonokumbira mvumo yekusaina gwaro iri kukomiti huru yebato ravo. Mutauriri weZapu, VaMjobiza Noko, vatiwo vakamirira kuenda kukongiresi yebato ravo kuti vazive gwara richatorwa nebato ravo panyaya iyi. Mutauriri weMDCT, VaObert Gutu, vaudza Studio 7 parunhare kuti havana kunge vakokwa pakusainwa kwechibvumirano asi sebato vanotsigira nyaya yekuti mapato aite mushandirapamwe. Vakafanobata chigaro chemutauriri wePeople First, VaRugare Gumbo vaudza Studio 7 parunhare kuti havanawo kukokwa kumushandirapamwe uyu uye havana kana kumbotaurwa navo nezvenyaya iyi. Zvichakadai, VaMangoma vati mapato anenge asaina chibvumirano chemushandirapamwe ichi achazogara pasi owirirana kuti ndiyani achakwikwidza pachigaro chemutungamiri wenyika akamirira mubatanidzwa wemapato anopikisa aya paine nguva yekutsvaga rutsigiro pamberi pesarudzo dzemuna 2018. Asi vane ruzivo nezviri kuitika munyaya dzenhaurirano idzi vanoti mapato aya amhanyira kuumba mubatanidzwa kuti agokwanisa kuve nemasimba ekuti achatora chigaro chipi ndiyani sezvo variwo vatanga kunyorerana chibvumirano ichi. Zvinonzi nyaya yekuti achataungamira mubatanidzwa uyu ndiyani ndiyo iri kunyanyonetsa kunyangwe zvazvo paine kuwirirana mumapto anopikisa ose kuti panofanira kuve nemubatanidzwa wemapato ose anopikisa uchakwikwidza musarudzo dzemuna 2018. No media source currently available  
business	VaMangudya Votaura Pamusoro peMari Yanetsa Munyika	VaMangudya vataura mashoko aya vachitsanangurira nhengo dzekomiti yeparamende inoona nezvemari kuti dambudziko remari mumabhangi riri kunyanyokukonzerwa nekuti nyika iri kutenga zvinhu zvakawanda kunze kwenyika asi iyo isina zvakawanda zvainotengesa. Gavhuna webhanga guru munyika, VaJohn Mangudya, vaudza nhengo dzepararamende kuti bhanga ravo nemamwe mabhanga akaunza munyika mari inodarika mamiriyoni mazana maviri emadhora kubva muna Ndira kusvika pakutanga kwemwedzi uno, asi izvi zviri kutadza kupedza dambudziko rekushaikwa kwemari munyika. VaMangudya vataura mashoko aya vachitsanangurira nhengo dzekomiti yeparamende inoona nezvemari kuti dambudziko remari mumabhangi riri kunyanyokukonzerwa nekuti nyika iri kutenga zvinhu zvakawanda kunze kwenyika asi iyo isina zvakawanda zvainotengesa. Vatiwo nyaya yekuti nyika iri kutenga chibage zvichitevera nzara yakakonzerwa neEl Nino pamwe nekuti vanhu havachina chido chekuchengetera mari dzavo mumabhanga sezvo vari kubhadhariswa mari yakawanda pakushandisa mabhangi. Asi vati zvisinei hazvo bhanga ravo nemamwe vari kuronga kuunza imwe mari munyika kuitira kupedza dambudziko iri. Vatiwo mabhanga matanhatu pamabhanga gumi ari munyika ndiwo chete ari kupinza mari munyika. Vatiwo kutanga kwemwaka wekutengeswa kwefodya kuchaunzawo mari yakawanda munyika. Zimbabwe yakatarisana nedambudziko rekushaikwa kwemari mumabhanga uye VaMangudya vati mabhanga anofanira kubhadharisa vanhu mari shoma pavanoshandisa mabhanga pamwe nekuona kuti veruzhinji vasina mabhuku ekubhanga kumabhanga vapihwa mukana wekuvhura maakaunzi aya. Mabhanga mazhinji ari kupa vanhu mazana maviri emadhora kana mari iri pasi pazuva nekuda kwekushomeka kwemari. Zvinhu zvakanaka, mabhanga anopa vanhu zviuru zviviri zvemadhora kana kudarika pazuva. Pavabvunzwa kuti sei vasiri kushandisa mari yemuno iyo vanokwanisa kudhinda kana yave shoma mumabhanga, VaMangudya vati nyika haisati yakwanisa kuita zvinodiwa kuti itange kushandisa mari yemuno zvekare. Vati chikuru chichapedza dambudziko rekushaikwa kwemari munyika kugadzira nekutengesa zvinhu zvemuno kunze pamwe nekuumba mitemo inoita kuti vemabhizimisi vekunze vauye kuzotanga mabhizimisi munyika. Zimbabwe iri kushandisa mabhiriyoni manomwe emadhora kutenga zvinhu zvekunze iyo ichitengesa kunze zvinhu zvinokosha mabhiriyoni matatu chete emadhora. No media source currently available 
business	Vagari vekuBikita Votambira neMufaro Kupindira kweZACC muKuferefeta Huwori muKanzuru Yavo	Vamwe vagari vekuBikita mudunhu reMasvingo vanoti vari kutambira nemufaro mashoko ekuti komisheni inorwisana nehuwori yeZimbabwe Anti-Corruption Commission, (ZACC), yakatanga kuferefeta nyaya dzehuwori hungadai hwakaitika mukanzuru yavo. Vagari ava vanoti nyaya idzi dzinosanganisira kutengwa kwezvikakarara zvemotokari dzevakuru vakuru apo vagari vasiri kuwana zvakakwana. Vamwe vagari vataura neStudio 7 vanoti vari kufara kuti eZACC yakatopinda mudunhu ravo kuti itarisise nezvehuori uhu honotsoropodzwa nevagari avo vari kuchema-chemawo nekusafambiswa zvakanaka kwemabasa mukanzuru iyi. Mutauriri wesangano revagari reBikita Residents and Rate Payers Association kana kuti Birra, VaMark Mutengani ,vanoti vanotenda nekuuya kweZACC vachiti inofanira kubudisa pachena huori huri kuitwa mukanzuru iyi. ZACC ino uya apo sangano reBIRRA rakanyora gwaro renyunyuto kwairi pamwe nekudare reParamende mwedzi mitatu yapfuura. Mugwaro iri, vagari vainyuyuta kuti kanzuru yakatengera vakakuru vayo zvikakarara zvemotakari dzema GD 6 nhanhatu dzichiita mari inosvika zviuru makumi mana emadhora ekuAmerica, kana kuti US$40 000 pamotokari imwechete. Kanzuru inonzi yakatengazve chikarara chemotokari yerudzi rweLand Cruiser yemunyori wekanzuru, VaPeter Chibi, yaiita zviuru zana nemakumi mana zvemadhora ekuAmerica, kana kuti US$140 000. Motokari dzese idzi dzinonzi dzakaita zviuru mazana matatu nemakumi masere zvemadhora ekuAmerica $380 000. Mumwe mugari wemuBikita, VaStruggle Nyahunda, vati vanotarisira kuti ZACC ichaita basa rayo nemazvo. Mutauriri weZACC, Commissioner Thandiwe Mlobane, vatenda kuti vakatotanga kuferefeta kanzuru yeBikita asi vati vange vasingakwanisi kutipa zvizere sezvo vange vari parufu. Munyori wekanzuru yeBikita, VaChibi, vatenda kuti ZACC yakauya kubasa kwavo vachiferefeta nyaya iyi vachiti asi ivo hapana huwori hwavakaita sezvo zvose zvakaitwa pamutemo. Vanoongorora nezvekutongwa kwematunhu vakazvimirira muMasvingo, VaArchibold Madida, vanoti ZACC inofanira kupinda mumakanzuru akawanda mudunhu reMasvingo sezvo muine huwori hwakanyanya. Kunze kweZACC, kanzuru yeBikita iri kuferefetwawo negurukota rezvekutongwa kwematunhu, VaJuly Moyo, avo vakati zvakaitwa izvi hazvisi pamutemo. Vachitaura nebepanhau reMasvingo Mirror, VaMoyo vakati bazi ravo rakatotanga kuferefetawo nyaya iyi vakavimbisa kuti anenge abatwa nemhosva anosangana nemutongo wake zviri pamutemo. Kanzuru iyi iri kupomwerwawo huwori hwekucheresa zvibhorani zvina nemari inosvika madhora ekuAmerica zviuru makumi matatu nezvitanhatu, kana kuti US$36,000.00. Kanzuru iyi yakacheresa chibhorani chimwe nemari inotangira pazviuru zvitanhatu kusvika pazviuru zvipfumbamwe zvemadhora ekuAmerica US$6 000.00 ne US$9,000.00 apo kucheresa chibhorani chimwe chete chakadzika mamita makumi mana kuchiwanzoita chiuru chimwe chete nemazana maviri emadhora ekuAmarica, kana kuti US$1, 200.00. No media source currently available  
business	VaMnangagwa Vosvika kuBotswana Kunonyorerana Zvibvumirano zveKudyidzana naVaMosisi	Mutungamiri wenyika VaEmmerson Mnangagwa vasvika kuBotswana kumusangano wekudyidzana unoitwa mukati memakore maviri nenyika iyi kana kuti Bi-National Commission. VaMnangagwa vaenda nemakurukota anosanganisira rezvemari Muzvinafundo Mthuli Ncube, rezvekuburitswa kwemashoko amai monica mutsvangwa uye rezvehutano dr obadiah moyo. Munyori mukuru mubazi rezvekuburitswa kwemashoko, VaNick Mangwana vati nhaurirano dzakatanga nemusi weChipiri uye mangwana VaMnangagwa nemumwe wavo VaMokgweetsi Masisi vachava zvapupu pakunyoreranwa kwezvibvumirano zvatenderanwa. Zvibvumirano zviri munyaya dzezvekutengeserana, dzidzo uye nyaya dzezvehutano. No media source currently available  
business	ZIBAWU Inoti Standard Bank Haina Chido cheKusimudzira Nyika	Sangano rinomirira vashandi vemumabhanga, re Zimbabwe Banks and Allied Workers Union, rinoti Standard Bank iri kuvhara mabhanga ayo mumaguta madiki akaita se Hwange, Chiredzi, Chinhoyi nemamwe, nekuti bhanga iri haridi kubatsira Zimbabwe kuti ibudirire. Mashoko aya anotevera mashoko ebhanga iri ekuti riri kuvhara mabhanga aro mumaguta madiki nekuti zvinhu hazvina kumira zvakanaka munyaya dzehupfumi. Munyori mukuru weZimbabwe Banks and Allied Workers Union, VaPeter Mutasa, vanoti vashandi vavo vakawanda vari kurasikirwa nemabasa nepamusoro pemaitiro ebhanga iri. Studio7 haina kukwanisa kunzwa divi reStandard Bank. No media source currently available 
business	Nyanzvi Dzokurudzira Hurumende Kuti Igadzirise Dambudziko reMari Munyika	Nyanzvi munyaya dzezvehupfumi dziri kuyambira hurumende kuti ikasarovanisa misoro nevashandi nevashandirwi, Zimbabwe ichadzokera kumakore ekuma 2007 uko mitengo yezvinhu yaikwira katatu pazuva. Nemusi weMuvhuro, Zimbabwe National Statistics Agency kana kuti Zimstats yakazivisa kuti inflation yemunyika yakwira kusvika pazvikamu makumi matatu nechiga chimwe kubva muzana kana kuti 31.01% kubva pazvikamu makumi maviri nezviga makumi masere nemashanu kubva muzana kana kuti 20,85%. Aka ndekekutanga mitengo yezvinhu ichikwira zvakadai mukati memakore gumi. Zimstats inoti mitengo yezvinhu zvakaita sechingwa, zvinwiwa nehembe ndizvo zvapa kuti mitengo yezvinhu ikwire. Kukwira kwemitengo uku kuri kupesana zvikuru nemashoko egurukota rezvemari, Muzvinafundo Mthuli Ncube, avo vainge vati inflation mukupera kwegore yaizopera iri pazvikamu makumi maviri nemashanu kubva muzana kana kuti 25%. Asi imwe nyanzvi munyaya dzezvehupfumi muAmerica ichidzidzisa paJohns Hopkins University, Muzvinafundo Steve Hanke, vanoti inflation yemuZimbabwe yakatodarika zana kare kare uye yananga kumakore ekuma2008 apo vanhu vakaomerwa nehupenyu zvisina mukare akamboona. Vaimbova gurukota rezvemari, Doctorr Simba Makoni, vanoti zvainge zviri pachena kuti inflation ichakwira zvakanyanya nenyaya yemashandisirwo ari kuitwa mari munyika zvikuru kuda kuenzanisa dhora rekuAmerica nemari yemaRTGS nemabond. Mashoko aya anotsinhirwao nenyanzvi munyaya dzehupfumi vachishanda nesangano reLabour and Economic Development Research Institute of Zimbabwe, Dr Godfrey Kanyenze. Munyori mukuru musangano reZCTU, VaJaphet Moyo, vanoti vashandi vakaomerwa zvakanyanya sezvo zvinhu zvaramba zvichiita chamurambamhuru. Ko zviri kunzi naVaNcube vakwanisa kuisa mari parutivi inosvika mamiriyoni makumi maviri nemapfumbamwe emadhora mukushanda kwavo? Vachipindura, Dr Makoni vati chiri kunetsera hurumende inyaya yekungoita gudziramukanwa. Kugadzirisa dambudziko iri, nyanzvi munyaya dzezvehupfumi dziri kukurudzira mutungamiri wenyika, VaEmmerson Mnangagwa, kuti vasiyane nemari dzebond notes nemaRTGs uye kumutsiridza nyaya dzekurima kuti nyika isarasikirwe nemari yekunze. Vamwe vari kukurudzirawo kuti hurumende igadzirise hukama hwayo nedzimwe nyika kunyanya America nenyika dziri muEU kuti isabatwe seyakageza negoka munyama. No media source currently available  
health	Vanhu Vashanu Vopora Kubva kuCoronavirus muBulawayo	Bazi rezvehutano rinoti huwandu hwevanhu vabatwa nechirwere checoronavirus muZimbabwe hwasvika pamakumi mashanu nevatanhatu kuti 56. Asi vamwe vanhu vashanu kuBulawayo vapora kubva kuhutachiona uhu zvichireva kuti munyika yose vanhu makumi maviri nevatu vapora. Vanhu vafa vachiri vana. Vanhu vari kurwara makumi maviri nevapfumbamwe kana kuti 29. Asi nyanzvi munyaya dzeezvehutano dziri kuyambira kuti kushaikwa kwezvikwanisiro zvekuvheneka vanhu vane chirwere ichi kana kuti matest kits kunoreva kuti vanhu vanoona kunge vari kuparadzira chirwere ichi vasingazive nekuti kue vamwe vanhu vanogona kunge vasingakosore kana kupisa muviri asi vachitapurira chirwere. Gurukuta rinoona nezvehutano Doctor Obadiah Moyo vakatenda kuti nyika yave kupererwa nezvekuvheneka vanhu. Vamwe vakabva kunze kwenyika vachimbochengetwa munzvimbo dzakasiyana siyana vanoti vave kunzi vabhadhare mari dzinodarika madhora makumi matanhatu nemashanu ekuAmerica kuti vavhenekwe hutachiona uhu. Asi munyori mukuru mubazi rezvekuburitswa kwemashoko VaNick Mangwana vanyora padandemutande ravo reTwitter kuti hurumende haibhadharose vanhu kunze kwekunga huri hurongwa hwavo vega. Mukuru musangano reCommunity Working Group on Health VaItai Rusike vanoti danho rehurumende rekuti vanhu vagare mudzimba pasina guva yakatarwa harisi kushanda. Zvichakadaro, mashoko atumirwa Studio 7 neAfrican Union achibva kuAfrica Centers for Disease Control and Prevention anoratidza kuti vanhu vanodarika zvuru zana kana kuti 100 000 vabatwa nechirwere checoronavirus muAfrica uye vashaya vadarika zvuru zvitatu nemazana maviri anemakumi mana nevatanhatu kana kuti 3.246. Vapora vanodarika zvuru zvina nezviviri kana kuti 42, 000 Huwandu hwevanhu vabatwa nechirwere checoronavirus pasi rose hwadarika mamiriyoni mashanu nezvuru mazana matatu kana kuti 5, 3 million. Johns Hopkins University yemuamerica iyo iri kuongorora kupararira kwechirwere ichi pasi rose inoti muAmerica ndimo mune vanhu vakawandisa vabatwa nechirwere ichi vadarika miriyoni imwe chete nezvuru mazana matanhatu kana kuti 1,6 million. Vanhu vafa muAmerica vave kuda kusvika pazvuru zana kana kuti 100 000. Pasi rose vanhu vafa nechirwere ichi vanodarika zvuru mazana matatu 300 000 asi vapora vachidarika mamiriyoni maviri kana kuti 2 million. No media source currently available 
health	Vanhu Gumi neVashanu (15) Vofa neCovid-19 neMugovera	Vanhu gumi nevashanu kana kuti 15 vakafa nechirwere cheCovid-19 munyika neMugovera vamwe mazana masere nenakumi matatu nevapfumbamwe kana kuti 839 vakabatwa nechirwere ichi. Vanhu vafa nechirwere ichi kubva zvachatanga kupararira vave mazana mana nemakumu masere nevatatu kana kuti 483. Vanhu vakabatwa nechirwere ichi kubva zvachatanga kuparira gore rapera vave zvuru makumi maviri nemazana mana ane makumi mapfumbamwe nemapfumbamwe kana kuti 20, 499. Vanhu vapora kubva kuchirwere ichi vave zviuru gumi bezviviri zvine mazana mana nemakumi matatu nevapfumbamwe kana kuti 12, 439 zvichitevera kupora kwevanhu mazana maviri nemamakumi mashanu nevashanu nezuro. Vanhu vachiri kurwara vanosvika zvuru zvinomwe nemazana mashanu ane makumi manomwe nevanomwe kana kuti 7, 577. Kunyangwe muHarare nemuBulawayo muri imo mune vanhu vakawandisa vari kurwara, huwandu hwevanhu vabatwa nechirwere ichi mumatunhu ose hwawedzera zvave kutyisa kana nyanzvi munyaya dzezvehutano. Mukuru mubazi rezvirwere zvekutapuriranwa Dr Portia Manangazira vanoti svondo rino hurumende iri kutarisira ongororo inobuditsa pachena kuti kufa nekubatwa kwevanhu nechirwere ichi kuri kukonzerwa nekamwe kamhando katsva kechirwere ichi kakabatwa kuSouth Africa neBritain uye kanzoni kanopararira zvakanyanya kana muvana. Zvichakadaro, mashoko atumirwa Studio 7 neAfrican Union achibva kuAfrica Centers for Disease Control and Prevention anoratidza kuti vanhu vanodarika mamiriyoni matatu kana kuti 3 million vabatwa nechirwere cheCovid-19 muAfrica. Vanhu vafa vasvika zviuru makumi manomwe nemaviri zvine zana nemakumi maviri nerimwe kana kuti 72,121. Vapora vadarika mamiriyoni maviri nezvuru mazana mana kana kuti 2,4 million. South Africa ndiyo ine vanhu vakawandisa vabatwa nekufa nechirwere ichi muAfrica. Dunhu reSADC ndirozve rine vanhu vakawandisa vabatwa nechirwere ichi vadarika miriyoni imwe chete nezviuru mazana matatu kana kuti 1,3 million. Huwandu hwevanhu vabatwa nechirwere checoronavirus pasi rose hwadarika mamiriyoni makumi masere nemapfumbamwe ane zviuru mazana manomwe kana kuti 89, 7 million. Johns Hopkins University yemuAmerica iyo iri kuongorora kupararira kwechirwere ichi pasi rose inoti muAmerica ndimo mune vanhu vakawandisa vabatwa nekufa nechirwere ichi. Vafa muAmerica vanodarika zvuru mazana matatu nemakumi manomwe nemaviri kana kuti 372, 000, vabatwa nechirwere ichi vachidarika mamiriyoni makumi maviri nemaviri kana kuti 22 miillion. Pasi rose, vanhu vafa nechirwere ichi vanodarika miriyoni imwe chete nezviuru mazana mapfumbamwe kana kuti 1, 9 million. Asi vapora pasi rose vapora vachidarika mamiriyoni makumi mana nemapfumbamwe ane zviuru zvisere kana kuti 49, 8 million.
