category	headline	text
business	Botongami ya pont Kinshasa-Brazzaville bokobanda na 2020, kolanda BAD	"Misala ya botongi pont (gbagba) kati na Kinshasa mpe Brazzaville mikombanda na août 2020, eyebisi prédisent ya Banque africaine de développement (BAD), Akinwumi Adesina, nsima ya bokutani na ye na  président Denis Sassou Nguesso ya Congo-Brazzaville na Oyo o’mokolo ya eyenga. ""Toyokani mpo na kopesa misolo ya botongi pont-route rail oyo ekokutisa Kinshasa na Brazzaville mpo na motango ya 550 millions ya ba dollars(…) BAD ekopesa kino 210 millions ya ba dollars,"" elobi M. Akinwumi Adesina na bolutani na bapanzi sango. Mokambi ya BAD apesi losako na ba tata bakonzi Sassou Nguesso mpe Felix Tshisekedi ya RDC mpo bolingo na bango makasi na ntina ya kokokisa misala myango. "
business	Prince héritier ya Emirats alaki Tshisekedi kotia 1 milliards $ na RDC	Prince héritier ya Emirats Arabes unis Ben Zayed Al-Nahyane alaki kotiya milliard moko ya ba dollars na misala na Ekolo Congo démocratique. Ayambaki mokolo mwa eyanga président Félix Tshisekedi ya RDC oyo azali na mobembo na Emirats Arabes unis wuta mokolo mwa mposo mpo na masolo na ntina ya koluka misolo ya kosunga kotonga mboka na ye, ekolo Congo démocratique. Mokambi molandi ya mampinga ya Emirats azalaki mpe na masolo ma bango, maye matalaki mpe boyokani mpe botieyi misolo na kotonga, na lotiliki, bokolongono, ba mines mpe bokengi. Président Tshisekdi akutani o’mokolo yambo na limpinga lyoko lya Chambre du commerce ya Adu Dhabi. Bayi mombongo bayebisi ete balingi mombongo kati na bikolo mibale mikola. Limpinga lyango lilaki kokita na Kinshasa mikolo mikoya.
business	Katumbi alongi bosambisami mpo na kozongela misala ya mines na MCK	"Moïse Katumbi abandi o’mokolo ya mercredi 21 février 2020 komilengele mpo na kozongela société minière na ye, MCK (Mining company Katanga) na Lubumabshi nsima mokano ya Cour ya cassation ya France oyo epesi ye lisusu mpifo likolo na yango na kobotola yango na Necotrans oyo etakamaki. ""Cour ya cassation ya République ya France ekati mpo na libela, ezongisela na maboko ya Moïse Katumbi mpifo na ye likolo na société MCK,"" elobi Me Mumba Gama, moko na ba avocats ya mokambi oyo ya kala ya etuka ya kala ya Katanga. Kolanda mosambeli ya M. Katumbi, Neoctrans epesaki kaka 20 millions ya ba dollars na esika ya kofuta 140 millions ya ba dollars ya motuya ya MCK. Mpo na Me Mumba, Necotrans epesaki na moyibi makoki ya MCK na Octavia, société ya moyi mombongo ya ekolo France Pascal Beveraggi. "
business	Etats-Unis epesi etumbu na raffineirie Alain Goetz mpo na wolo ezwaka bisika na bitumba	"Mbulamatari ya Etats-Unis epesi etumbu na raffinerie Alain Goetz na réseau na yango mpo na wolo ezwaka kowuta na bisika ya bitumba na Ekolo Congo démocratique mpe bisika misusu. Département d’Etat ya Amerika nde epesi sango yango. ""Alain Goetz na ba compagnies na yango basombaka wolo ebimaka na bisika bisambama na mangomba ya basimba minduki baye bazali na bitumba na RDC.,"" elobi na liyebisi Département d’Etat ya USA. ""Mangomba maye mpe bakambi ba yango babundisaka bacivili mpe bazali na makambo ma somo lokola ba massacres ethniques, bozwi basi na makasi mpe kozwa bana na makasi na mangomba ya basimba minduki,"" ebakisi Départmenet d’Etat. Mpo na mbulamatari ya Etats-Unis, wolo ewutaka na bisika ya bitumba epesaka misolo mingi na baye bazali na bitumba na monyele ya RDC, kati na bango mangomba ma basimba minduki baye bakongolaka mpako na bobuki mibeko, basalaka bitumba na ba mines mpe bayokanaka na ba contrebandiers (bateki mines na nzela ya moyibi). Goetz ezali na réseau monene ekanda kino na Ouganda, Emirats Arabes Unis mpe Belgique. Na 2020, Belgique ekitisaki yango na likambo mpo na kolekisa misolo na nzela ya moyibi mpe mayuya likolo na misala mya yango ya mombongo ya wolo. Mbulamatari ya Etats-Unis na eye ya RDC bazali na boyokani mpo kosunga kosukisa kaniaka."
business	Trump atelemisi bopesi mikanda na bapaya mpo na COVID19	Président Donald #Trump azwi mokona o'mokolo mwa misato mpo na kotelemisa bopesi mikanda ya bovandi na Etats-Unis na bapaya mpo na mikolo tuku motoba. Yango mpo na kobatela misala ya bana mboka Amerika likolo ya mpasi eye COVID19 ememi. Bopemisi yango ekozala yambo mpo mikolo tuku motoba. 22 millions ya Bana ya Amerika babungisa mosala na bango likolo ya Coronavirus ya sika. Yango ezali mpo bana ya Amerika bazalaya kozwa misala ntango moboka ekozongela malembe malembe kosala, eyebisi M. Trump. Bato baiike babandi katambola mpe kosala milulu mpo na kosenga misala mizonga na Etats-Unis. Etats-Unis ekomi mboka eleki na bato bakufi na COVID-19, motango na bango mozalil pene na 46.000. koleka 826.000 nde bayebani kozala na yango.
business	Mokambi ya SCPT atiami na bokangami	Directeur général ya SCPT, ex OCPT, atiami na bokangi wuta lundi nsima na koyanola na parquet ya Cour d’appel ya Kinshasa/Matete. Patrick Umba Banza, mokambi ya Société congolaise de poste de télécommunication, akozela bosambisami bwa ye na bokangami. Yango mokano mobiki lundi na mpokwa nsima biyano apesaki na procureur. Afundami na kopengwisa misolo mya l’Etat, mingi mpenza na maye matali société Huawei ya télécommunication.
business	Trump ayokani na Chine mpo na commerce	"Donald Trump, président ya Etats-Unis atie manzaka na mokanda ya boyokani mpo na commerce (mombongo) na vice-Premier ministre chinois Liu He. Boyokani boye bosukisi boswani kati na mboka mibale eye. ""Lelo ezali etapi ekotika lisolo… eye esalamu nanu te… mpo na boyokani ya mombongo (accord commercial) ya sembo mpe réciproque kati na Etats-Unis na Chine,"" elobi M. Trump na milulu myango. Boyokani boye bokosilisa bitumba ya commerce kati na Etats-Unis na Chine, mboka mibale ya yambo na molongo mpo etali nkita . Bayi mombongo ya Etats-Unis basepeli na boyokani bwango kasi bayebisi ete mingi ezali nanu ya kosalama. Boyokani bwango bokotiyama na misala nsima mikolo 30. Ekozala mingi mpo na bolamu baye balonaka (agriculuteurs) mpe baye ya ba industries. Chine ekobakisa misolo 200 milliards $ mpo na kosomba biloko na Etats-Unis na mibu mibale mikoya. Yango ekokitisa déficit économique ya Etats-Unis lokola Amerika ezalaki kosenga. Boyokani bwango botali mpe botosi ya propriété intellectuelle mpe ba conditions ya transfert ya ba technologies na makambo misusu Etats-Unis ezalaki kosenga. "
business	Parquet ezongisi passeport mpe $30.000 ya DG ya Access Bank eye APLC ezwaki	"Passeport mpe $30.000 ya DG ya Access ezongisami ena mokano ya Procureur général, elobi banque eye na liyebisi, kati na nungu nungu etali bosukoli misolo mpe botindi yango na badongolomeso. Samedi, mokambi ya APLC oyo basali baye bazwaki misolo miye, atikamaki na bongami na likambo lyango. Access Bank ellobi ete mokambi na yango ayonoli mbala mingi na mituna ya bayi bosembo mpo na likambo ya kosokola misolo (blanchiment d’argent) mpe kotinda yango na badongoleso eye afundamaki na yango.  ""Mpo etali bolukiluki bozali kosalema likolo na nungu nungu etali kosokola misolo, banque endimaki kosala na bosolo manso bureau ya Procureur général esengaki mpe epesaki mikanda minso mpo na kolakisa ete eyebi likambo te mpe etosaka na molende maye Banque centrale ya Congo esengaka na ko bokongola misolo,"" ekomi Acces Bank na liyebisi. $30.000 yango ezongisamaki lundi le 21 décembre, elobi Access Bank. Basali ba APLC, agence présidence Félix Tshisekedi akelaki na koluka kosilisa kaniaka, bazwaki yango mposo moleki ntango bazalaki kosala enketi mpo na kaniaka. Samedi, mokambi ya APLC (Agence ya kopekisa mpe kobundisa kanika), Ghislain Kikangala atikamaki nsima na kongama vendredi mpo na lolenge bayi misala miye bazwaki misolo miye na passport ya DG ya Access Bank, Arinze Kenechukwu Oswachale, na enketi bazalaki kosala. Nungu nungu ebimaki mingi nsima na bililingi ya bozwi misolo miye mipanzanaki na ba réseaux sociaux. Mokambi ya APLC alobaki ete misolo myango mitindamaki na parquet mpe basali na agence eye basalaki kaka mosala na bango."
business	Egypte, Ethiopie na Sudan bazo'luka eyano na Kinshasa na matata ya barrage Renaissance na ebale ya Nil	Masolo mpo na matata likolo lya na barrage monene Renaissance na ebale ya Nil mazali kokoba na Kinshasa, Ba miniztres ya mambi ma bikolo mabaya ya Egytpe, Soudan mpe Ethiopie bazali kosolola Nzinga Nzinga na Félix Tshisekedi mokambi ya Union africaine. Félix Tshisekedi asengaki lobi ngambo inso kafungola motema mpo ete eyano epsama na kimya mpo na bolamu ya banso. Ethiopie etongi barrage yango nan tina ya kopesa lotiliki na bavandi na yango million nkama moko na tuku sambo mpe mboka esusu kasi Egypte ekebisi ete yango ekopekisa kozwa mayi mpe elobaki ezali likambo lya bomoi. Ebale Nil ezali esika Egypte, mboka esobe, ezwaka mayi mpo na bilanga mpe ya komela. Sudan elobi ete botongi ya barrage Renaissance bokopekisa ba barrages na yango kozwa mayi masengeli.
business	Bukangalonzo : ADG ya Africom Grobler akangami na aéroport ya N'Djili	Mokambi to Administrateur ya société Africom Comodities ya Afrique du Sud, Christo Grobler akangami ntango alingaki komata na mpepo na N’Djili. M. Grobler esengeli asamba elongo na ministre wa Yambo ya kala Matata Ponyo mpo na makambo ya Bukangalonzo. Ba avocats baye baloki ayaki komitika ye moko, akoki kokende mpe kozanga yambo na bobandi ya bosambisami le 8 novembre. Basembeli baye bazali komilela mpo bazali kokoka te komona mpe kosalola na M. Grobler.
business	Banquier portugais azalaki na makambo ya Isabel dos Santos bakuti ye akufi	"Banquier portugais oyo alandamaki na bolukiluki ya makambo ya Isabel dos Santos, akutami ya kokufa singa na kingo na Lisbone (Portugal). Police ekanisa ete ekoki kozala ete amibomi. ""Nzoto ya Nuno Ribeiro de Cunha ezwamaki mercredi na mpokwa mpe bilembo binso bimonisi lokola amibomi,"" elobi na AFP molobeli ya police ya Portugal. ""Emonani lokola amibomi na singa na kingo na garage na ye,"" ebekisi liyebisi ya police. Nuno Ribeiro azalaki na mibu 45 mpe azalaki kosala na banque Eurobic. Isabel dos Santos azali actionnaire principale na yango kasi justice angolaise efundaki Isabel dos Santos o’mokolo moko wana ya mercredi mpo na action na ye na banque eye. Nkombo ya M. Ribeiro etangami na mikanda ya ""Luanda Leaks"", Consortium international ya ba journalistes ya investigation (ICIJ) oyo ebimisaki ndenge Isabel dos Santos azwaki mosolo ya l’Etat. Jeudi, procureur général angolais Helder Pitta Gris akomaki na Lisbonne mpe akutanaki na mokokani wa ye ya Portugal. Misala ya bosembo ya Angola ekangaki ba comptes ya banque Isabel dos Santos na molongani wa ye Sindika Dokolo, mwana ya mokolo banque ya yambo ya kala ya RDC. Mme Isabel, 46 ans, mwana ya mokonzi ya kala ya Angola Jose Eduardo dos Santos afundami na kozwa mosolo ya l’Etat na ba affaires na Sonangol (Societe nationale ya petrole) mpe Endiam (ya diamant)."
business	Bavandi batelemeli ba compagnies ya ba Chinois na Mwenga ntango Tshisekedi asengi botali ya ba contrats na bango	"Bavandi ya Kitutu, na Mwenga, na Sud-Kivu, batambolaki lundi mpo na kopamela bobimisi makele na moyibi mpe mbeba misusu na misala ya ba Chinois. Nzokandep résident Félix Tshisekedi asengi bobandeli kotala ba contrats na ba Chinois. ""Na ntongo ya lelo, bavandi ya Kitutu bakangaki nzela mpo na kosenga na compagnie moko ya Chinois eye ezali kokoba kozwa mabanga ma ntalo, kosukisa misala mya yango,"" elobi na AFP Justin Mubarikiwa, moko na bayi Observatoire d’actions parlementaires et gouvernemantale (moko na ba mouvements citoyens) ya esika eye. Mokano ya kosenga ba compagnies baye kosukisa kozwa makele (mines) mozwamaki mikolo le 20 août na mokambi ya civili ya etuka ya Sud-Kivu, Théo Kasi. Kasi ministre ya Mines ya mbulamatari ya ekolo aboyaki yango nsima na yango. ""Ba Chinois babebisi bilanga ya bana mboka mpe nzamba ya na bango. Baye batelemeli, bazali kosenga mpe bafutama misolo mpo na mpasi eye,"" ebakisi M. Mubarikiwa oyo azalaki kati na batelemeli. Ba Chinois bafundamaka na mbeba mingi na ba compagnies na bango mpe na kozwa ba minerais na moyibi. Na nsuka ya mposo moleki, president Félix Tshisekedi asengaki na mbulamatari kobandela kotala ba contrats na ba Chinois. Commission ya Sénat ya Etats-Unis ya boyokani na bikolo mya bapaya esepeli na mokolo ya président Tshisekedi ya kobandela kotala ba contrats na ba Chinois. Commission yango elobi ete moyibi ya mbanga matalo na RDC mosengeli mosukisama."
business	BCDC etekami na Eguity Group Holdings ya Kenya	"Equity Group Holdings ya Kenya esakoli mercredi ete esombi 66,53% ya ba actions ya Banque commerciale du Congo (BCDC), banque privée ya kala koleka na RDC (wuto 1909). Millionnaire belge George Forrest, oyo azali na mibu 30, actionnaire ya monene koleka nde atekli Equity Group Holdings ba parts na ye. Ntalo na yango ezalaki 95 millions ya ba dollars. ""Nateki ba actions na ngai na Equity Group Holdings na elikya ete ekokoma banque ya monene koleka na Congo,"" elobi M. Forrest na liyebisi. Misala mya Forrestmivandisama na RDC wuto 1922. Misala myango mizali mingi na makele (mines) na Katanga ya kala. M. Frorrest asombaki 2/3 ya actions ya BCDC na 2009. Bosangani ya BCDC na Equity Group Holdings bosalami ntango Raw Bank, banque mosusu privée ya monene, ezali afundami na kaniaka ya kobenwisa mi misolo mizalaki mpo misala mya botongi mpo na mikolo nkama ya président Félix Tshisekedi."
business	Volcan Nyiragongo: Tshisekedi asakoli ete compagnie moko ezobanda kozwa gaz na lac Kivu mpo na kobanga likama	"Président Félix Tshisekedi asakoli ete copmagnie moko ekobanda kobimisa gaz na lac Kivu mpo na kopekisa likama liye likokati komema liwa lya bato mingi na Goma nsima na botomboki ya volcan Nyiragongo mposo moko moleki. ""Ezali na copmagnie moko eye mpo na kobanda kozwa gaz ya lac… Ekoki kobanda mosala mbala moko,"" elobi M. Tshisekedi liboso lya bapanzai sango na rotonde ya Palais de la nation na Kinshasa. Mikolo mibale mileki, pene na bavandi 600.000 ya ba quartiers zomi ya Goma basengamaki kotiaka engumba mokonzi ya Nord-Kivu mpo na likama likokaki kosalama soki gaz ya lac Kivu epelaki moto nsima na botomboki ya volcan Nyiragongo. Bato 1.700 bakufaki na likama lya ndenge wana na 1986 na Cameroun, ntango gaz ya lac Nyos epelaki moto. Na liyebisi na ye, M. Tshisekedi asengi na bavandi ba Goma kozonga nanu na lombango te mpe kozela ndingisa ekopesamelama bango ntango bato ba mayele bakomona ete likama lizali lusus te. Mokonzi ya RDC asengi mpe na bato kotika kopesa te sango ya lokuta mpo na kotambwisi mayele ma bana mboka ntango ya likama liye. M. Tshisekedi alaki kopesaka sango mbala mingi. Mokonzi ya RDC alobi soki mapanga ma mpepo makangamaki te mbele asiakomaki Goma. Bavandi basusu ya Goma bakenaaki na Sake, na 27 Kms na west, to na Rutshuru na nord kaka Nord-Kivu, mpe basusu bakatisaki na Rubavu na Rwanda. Lobi loleki, président Paul Kagame asengaki lisingu lya lombango lya molongo mpo na bayi RDC bakatisaki ngambo. Nzokande bayi politki ya lingomba Lamuka ya ngambo ya Martin Fayulu na Adolphe Muzito bapameli bozangi bokambi malamu ya lisungi mpo na likama liye."
