category	headline	text	url
politics	Mokambi ya sika ya police asengi lisungi ya population na Lubumbashi	"Mokambi ya sika ya police na Lubumbashi asengi na bavandi kosalisa ye kobundisa bozangi bokengi bozali kongala na engumba mokonzi ya na Haut-Katanga. ""Tosengi lisungi ya makasi ya bana mboka na bitumba na 'criminalité' oyo tozali komona na engumba ya Lubumbashi mpe nzinga nzinga,"" elobi na bapanzi sango général Louis-Second Karawa oyo awuti kozwa ebonga na ye. Nzokande, bato bakitaki o’balabala na nkanda mardi mpo civil moko akufaki na masasi mabetamaki kati na police na bato bayebani te. ""Policier abetaki lisasi na moto yango na kozanga koyeba mpe moto yango akufaki,"" ekomi police na liyebisi. Bato mabe babale bakufaki na bobetani ya masasi na police, kolanda liyebisi. Bato bazali na nkanda na Lubumbashi likolo ya bozangi bokengi bozali kongala. Vendredi, activiste moko, na nkombo ya Joseph Kapepula akangamaki na ANR (Agence nationale des renseignements) nsima na kobenga bato na vidéo kotelemela bozangi bokengi. Vidéo yango etambolaki na ba réseaux sociaux. M. Kapepula atikamaki mardi na mpokwa, kolanda avocat na ye. Kasi asengami kokenfe na parquet lundi. "	https://www.voalingala.com/a/mokambi-ya-police-ya-sika-asengi-lisungi-ya-population-na-lubumbashi/5246870.html
politics	Bakangami ya kala na ANR bafundi Kalev Mutond mpe DGM epekisami ye kobima mboka	"Mokambi ya kala ya ANR (Agence nationale des renseignements) apekisami kobima na mabele ya ekolo Congo démocratique kolanda mitindo bakonzi ya DGM (Direction générale des migrations) batindi na ndelo nyonso ya mboka. Kasi bato bayike bakangamaka kala na ANR basakoli kofunda M. Kalev na ba zuzi. ""Mitindo ya bakonzi… Mwana mboka Kalev Mutond, mokambi ya kala ya ANR (ancien Administrateur général) apekisami kobima na etando mobimba… Motindo yango yango esengeli kotiyama na mosala lokola motindami,"" elakisi mokanda (billet) DGM etindi ya bisika binso. VOA Lingala emonaki yango. Mikolo mibale mileki, M. Kalev asimbamaki na bayi bokengi mpe ayanolaki ngonga molayi na mituna. Azwamaki na bokiti bwa ye na mpepo kowuta Ouganda nsima na escla na Nairbi. Azalaki na passeport diplomatique ntango azali lisusu te na mokonzi. Na ngambo na bango, bato bayike bakangamaka kala na ANR basakoli kofunda M. Kalev na ba zuzi. Kati na bato bafundi ezali na bayi politiki lokola Jean-Claude Muyambo Kyassa, Jean-Bertrand Ewanga, Gerard Gecoco Mulumba, Cyril Mupapa mpe basusu . Bazali kofunda Mwana mboka Kalev mpo na kokanga bato pamba pamba, konyokola bango, koyokisa bango soni mpe kopimela bango lisali ya nzoto. Batonier ya kala Jean-Claud Muyambo alobi ete bakotika mokanda ya kofunda o’mokolo mwa lundi. Kalev Mutond asimbamaki mwa ntango mikolo mibale mileki nsima na bwa ye na mpepo na kowuta Ouganda na koleka Nairobi. Mikolo mileki, matata mabimaki kati na M. Kalev na UDPS (Unon pour le progrès lingomba ya mokonzi ya sika Félix Tshisekedi. Kalaka mokonzi ya UDPS, Augustin Kabuya asakolaki liboso ya balandi baye ete soki M. Kalev azali nanu na bonsomi ezali mpo na lingomba ya mokonzi ya mboka. M. Kabuya alobaki na miso ya bato banso ete M. Kalev azalaki kolandalanda (espoionner) président Tshisekedi mpo mokonzi ya kala Joseph Kabila. Na mokanda akomaki, M. Kalev akebisaki UDPS kobimisa sekele mingi ayebi soki balandi ba yango bazali kokoba kozanga botosi na M. Kabila."	https://www.voalingala.com/a/bakangami-ya-kala-na-anr-bafundi-kalev-mutond-mpe-dgm-epekisami-kobima-mboka/5288524.html
health	Moto wa yambo akufi na coronavirus na Etats-Unis	"Mwasi moko ya mibu 53 akufi na bokona bwa coronavirus na Etat ya Washington, azali moto wa yambo ya kowa na virus eye na mabele ya Amerika, elobi bakonzi. ""Pene na bato 22 bazwani na bokono ya coronavirus na Etats-Unis,"" eyebisi président Donald Trump na bapanzi sango. Bato baye banso bazwaki yango na kozala nzinganzinga ya baye bawutaki na bokono bwango libanda. Kasi mwasi oyo akufi azali moto wa yambo ya kozwa yango ata azalaki te nzinga nzinga na baye bawutaki libanda. Yango elakisi ete bokono boye bokoti mpe bokoki kopanza na Etats-Unis. Bakoni 47 basusu bawutaki na maladi mwango na libanda. ""Ntina ya kobanga ezali te… Tokosala makasi mpo ete moto mosusu te akufa na bokono boye,"" esakoli M. Trump. Na ngambo na ye, vice-président ya Etats-Unis, Mike Pince oyo atiami mokambi na bitumba na coronavirus ayebisi ete miiko mizwami mpo na kopekisa bana ba Etats-Unis kokende na Italie mpe Iran na Corée du Sud esika wapi bokono boye bozali mpe kongala. Yambo, Etats-Unis ezwa mikano mpo na mibembo na Chine esika wapi bokono bwango bobandaki mpe bobomi bato 2.335 mpe bozwi bato 79.000. Na mokili mobimba bato 2.900 nde bakufi mpe 85.00 nde bazwi yango."	https://www.voalingala.com/a/moto-wa-yambo-akufi-na-coronavirus-na-etats-unis/5309902.html
politics	Tshisekedi asakoli état de siège mpo na Nord-Kivu mpe na Ituri	"Président Félix Tshisekedi asakoli état d'urgence mpo na bituka bizali na bitumba na monyele ya mboka. Etat de siège yango ekobanda le 6 mai mpe ekowumela sanza moko, kolanda maloba ma M. Tshisekedi. Mokonzi ya Ekolo Congo démocratique apesi lisakoli lya ye na lisikulu na television nationale. ""Nsima na kotala makambo manso... Nazwi mokano ya kosakola état de siège na etando mombimba ya bitkua ya Nord-Kivu mpe Ituri,"" elobi M. Tshisekedi. Abwaki mbela na bavandi ya Nord-Kivu mpe ya Ituri na kopesa maboko na bakonzi ya basoda baye bakotiama na esika. Asengi na ba Congolais banso mpe kozala motema moko na bavandi ya bisika bizala na bitumba. Na basala ba Nzambe asengi losambo mpo na mboka. Président alakaki kosuki maloba manso bato bazali koloba ete azali kosala eloko te mpo na kimya na monyele. Ezalaki pene na mposo mibale mileki ntango asakolaki boyei ya mampinga ma Kenya na nzela na MONSCUO mpo na kosunga ba FARDC. "	https://www.voalingala.com/a/tshisekedi-asakoli-%C3%A9tat-de-si%C3%A8ge-mpo-na-nord-kivu-mpe-na-ituri/5876569.html
politics	Bavandi bakimi bitumba ya basimba minduki na ba FARDC na Rutshuru (Nord-Kivu)	Bavandi ya mboka Chanzu mpe Runyonyi na territoire ya Rutshuru na Nord-Kivu bakimi bitumba bingalaki wuto butu boleki kati na basimba minduki bayebani te na mampinga ma RDC, elobi bayi société civile. Basimba minduki bayebani te basalaki bitumba na bisika mampinga mazalaka na mboka Chanzu mpe Runyonyi na territoire ya Rutshuru na Nord-Kivu, eyebisi wuto Bruxelles (Belgique) molebeli ya mbulamatari ya Ekolo Congo démocratique Patrick Muyaya, Bitumba byango bisalami pene na ndelo na Ouganda. Bavandi bakimi na Bunagana. Bakonzi ya basoda bazali na likita lya bokengi. Lingomba lyoko te ya babundi lindimi bitumba lyango kasi bayi société civili bakundoli ete basimba mindui ya ba M23 baye bazelaka kokitisa minduki nde bazalaka kuna. Ba ebandeli sangza, mampinga ma Rwanda bakotaki mpe na Nord-Kivu mposo moleki, lingomba lyoko lya sika, CPCA-A64 (Coalition des patrioites pour l'application de l'Article 64) ekotaki na Bukavu na Sud-Kivu	https://www.voalingala.com/a/bavandi-bakimi-bitumba-ya-basimba-minduki-na-ba-fardc-na-rutshuru-(nord-kivu)-/6304591.html
politics	Mbulamatari epekisi kotimola minerais na maboko na esika bato pene na 50 bakundamaki na Kamituga	"Nsima na likama ya vendredi eleki, liye limemaki kufa na bato pene na 50, mbulamatari ezwi mokano ya kopekisa misala minso ya ba creseurs artisanaux na mine yango na Kamituga, na Sud-Kivu. ""Mbulamatari ezwi mokano ya kosala bolukiluki mpo na likama lyango kasi ezwi mpe mokano ya kotelemisa exploitation artisanale (botimosali mine na maboko) na esika yango,"" elobi vice-premier ministre mpe ministre ya Plan, Elysée Munembwe nsima ya bokutani ya comité ya conjoncture économique. Mpo na mbulamatari, likama lyango lisamaki na kolanda mpela ekasi ekwayaki mokolo ya vendredi. ""Kino sik’oyo motango ya bato bawei mozali 50. Nzoto 20 ezwami kasi bazali kokoba koluka misusu,"" ebakisi Mme Munembwe. Na Kamituga, bolukiluki bozali kokoba kasi na mpasi. Molobeli ya batimoli makele alobi bango moko nde bazali kosala makasi. Maire to mokambi ya Kamituga, Alexandre Bundia,ayebisaki VOA Lingala ete mairie epesaki mwa makoki mpo na yango. Lipinga lyoko mokambi ya etuka atindaki likitaki na sika yango kolongwa Bukavu, engumba mokonzi ya Sud-Kivu. Maire etiaki nzoto 20 eye ezwamaki o'lilita mpo ezalaki ya kobeba mingi, elobi M. Bundia."	https://www.voalingala.com/a/mbulamatari-epekisi-kotimola-minerais-na-maboko-na-esika-likama-lisalamaki-na-kamituga/5586035.html
politics	Bitumba kati na baye ya UDPS na ya FCC	Ndako ya CNC, Congrès national congolais, lingomba ya député Pius Muabilu, ya FCC, epunzami mpe ezikisami ntango baye bomanoni lokola baye ya UDPS basali mobulu. Police ekomaki esika eye na mwa nsima, ebeti gaz lacrymogène. Ndenge moko mpe police ebetaki gaz lacrymogène mpo na kokabola balandi ya PPRD mpe ya UDPS baye babundaki na boulevard Sendwe na Kinshasa. Balandi ya PPRD, lisanga ya mokonzi ya kala Joseph Kabila, bawutaki na Palais du peuple, ndako ya Parlement libanda na esika wapi batelemaki mwa ntango mpo na kopesa maboko na ba députés na bango. Kasi mikolo mibale mileki, baye ya UDPS, lisanga ya mokonzi ya mboka Felix Tshisekedi, bango mpe basalaki mobulu liboso ya Assemblée nationale, bakangaki nzela mpe bapekisaki ba députés nationaux kokota. Baye ya UDPS bazalaki kopamela bososoli ba députés basalaki na miko ya président Félix Tshisekedi maye matiyaki baye ya Conseil d’administration ya Gécamines mpe SNCC. Nzokande rapporteur ya Assemblée nationale, Célestin Musau Kalombo, asengi na ngambo mibale kozala na kimya. Baye ya PPRD batikelaki ye mokanda ya bosenga na bango. Lobi loleki baye UDPS basalaki mobulu lisusu na Lubumbashi na Haut-Katanga.	https://www.voalingala.com/a/bitumba-kati-na-baye-ya-udps-nay-a-fcc/4956283.html
sports	Dimbi Tubilandu, gardien de buts (moyambi) ya kala ya V.Club na Léopards akufi	Dimbi Tubilandu gardien de buts to moyambi ya kala ya ba Léopards mpe Vita Club abengamaka Grand Niawu akufi butu boleki na mibu tuku sambo na misato. Dimbi Tubilandu akomaka mpe kala entraineurs ya ba gardiens de buts ya Léopards. Akuki na bokono na Hôpitalo général ya Kinshasa (to Mama Yemo ya kala), esakoli Agence congolaise de presse (ACP). Abotamaka na Matete na Kinshasa mpe abetaka na V.Club wuto mibu 70. Dimbi Tubilandu alongaka kutu Coupe d’Afrique des Nations ya 1974 mpe akendaka na mondial to Coupe du monde kaka mobu mwango ma Allemagne.	https://www.voalingala.com/a/dimbi-tubilandu-gardien-de-buts-ya-kala-ya-v-club-na-l%C3%A9opards-akufi/5932455.html
politics	Koleka 500.000 bapaya babenganami na Angola na mobu moko	Bapaya koleka na nkoto nkama mitano bazanga mikanda babenganami na Angola na mobu moko, eyebisi ministre d’Etat ya présidence ya Angola, Pedro Sebastiao, na bokutani na bapanzi sango na Luanda. Ba coppératives tuku na motoba ya boteki diamants nde ekanga, elongo na ba projets miniers, mpe na 289 ndako ya kosomba diamant, kolanda bakonzi ya Angola. Mbulamatari ya président Joao Lourenco oyo akota na bokonzi na septembre 2017, elobi bobengani bato ezali mpo na kobongisa misala ya diamant pamba te bato ebele basalaka mosala yango na moyibi, mpe mingi bazali nd ebapaya. Mingi kati na bapaya baye bazali ya ekolo Congo démocratique mpe ya bokolo misusu. 	https://www.voalingala.com/a/koleka-500-000-bapaya-babenganami-na-angola-na-mobu-moko/5092410.html
politics	Faure Gnassingbé atiki fololo na lilita ya E. Tshisekedi	Président Faure Gnassinbgé ya Togo akomaki lobi moleki na Kinshasa mpo na masolo na mokokani wa ye ya Congo démocratique, Félix Tshisekedi. Nsima na bokomi na ye, bakonzi babale baye bakendaki o’nkunda ya nkondo Etienne Tshisekedi, tata wa président Félix Tshisekedi, esika wapi mausolée mosengeli kotongama. Faure Gnassingbé atikaki ya ye fololo. Bokutani boye bosalami nsima na bozongi ya Félix Tshisekedi na Kinshasa kowuta na Ituri wapi epayi avandaki mikolo misato mpo na koluka kimwa.	https://www.voalingala.com/a/faure-gnassingb%C3%A9-atiki-fololo-na-lilita-ya-e-tshisekedi/4984923.html
politics	"Lipanda: Sassou alobi Congo ekosalela petololo ya ""Ngoki"" kasi ekobatela ba tourbières"	"Mibu tuku mitano na libwa banda Congo-Brazzaville ezuwa lipanda. Na lisukulu na ye, Président Denis Sassou N’Guesso abeti mokolo mpo na ntombwa ya mboka na ye. Président Sassou apesi losako na bozongi ya linaka ya mibu misatu na FMI (Fonds monétaire international). Kasi alobi ete elikya ezali mingi mpo na bomonisami ya etando ya petololo na Nord to likolo ya ekolo nzinga nzinga ba tourbières (mabele ebomba carbone mingi). Denis Sassou N’Guesso ayebisi ete mboka na ye ezali kati na bikolo biye bibatelaka libanda ya bomoi ya molongo to nature. Yango wana bozwui ya petrol na permis ""Ngoki"" ekosalama na bobateli libanda na etando bomoi to nature, liye mokili mobimba motalelaka mpo na kopekisa bobebisama ya molongo. Mokonzi ya Congo Brazzaville alobi lisusu ete esengeli kotiya elikya kaka na petolo te, kasi kosala nyonso mpo na kosalela makoki masusu. Yango wano asakoli bokutani nzike ya bikolo ya Afrika mpe ya molongo na Brazzaville. Kati na yango, Forum ""Investir na Afrika"" na mikolo mikoya, mpe session ya tuku motoba na libwa ya mabongisi ya molongo mpo na bokolongono, na région ya Afrika. "	https://www.voalingala.com/a/lipanda-sassou-alobi-congo-ekosalela-petolo-ya-ngoki-kasi-ekobatela-ba-tourbi%C3%A8res/5043374.html
politics	Gnassingbé akomi na Brazzaville mpo na masolo na Sassou	"Mokonzi ya Togo Faure Gnassingbé akomi jeudi na Brazzaville mpo na masolo na mokokani wa ye Denis Sassou N’Guesso ya Congo-Brazzaville. ""M. Gnassingbé asololi na Sassou mpo etali bondeko kati na bikolo mibale biye,"" elobi mokambi ya ndako ya mosala ya mokonzi ya Congo-Brazzaville, Valentin Oko. Mobembo mwa mozalaki kaka ya mwa ba ngonga. Bokomi ya M. Gnassingbé na Brazzaville bosalami ntango mposo etikali ya kotanga mpo na maponami ma mokonzi ya mboka ya Congo le 21 mars."	https://www.voalingala.com/a/gnassingb%C3%A9-akomi-na-brazzaville-mpo-na-masolo-na-sassou/5783510.html
