id,sentence_id,text,category,preannotation,created_at,updated_at,user
153,No sequence ID (upload ID: 19675),"ከሕግ አግባብ ውጪ የታሰሩ የኦነግ አባላት በአፋጣኝ ከእስር እንዲፈቱ ኢሰመኮ ጠየቀ. 
    በተለያዩ ፖሊስ መምሪያዎች ከሕግ አግባብ ውጪ በእስር ላይ የሚገኙ የኦሮሞ ነጻነት ግንባር (ኦነግ) አባላት በአፋጣኝ ከእስር እንዲፈቱ የኢትዮጵያ ሰብዓዊ መብት ኮሚሽን (ኢሰመኮ) ጠየቀ በተጨማሪም ሌሎች ክስ ሳይመሰረትባቸው ታስረው ያሉ አባላትም የሚያሳምን ክስ ካልቀረበባቸው ሊፈቱ እንደሚገባ ኢሰመኮ ዛሬው  ግንቦት 11/2014 ዓ.ም. ባወጣው መግለጫ የጠየቀ ሲሆን፣ ""የተራዘመ ቅድመ ክስ እስር ሰዎች በፍትሕ አስተዳደር ላይ ያላቸውን እምነት ያጠፋል"" በማለት አፅንኦት ሰጥቷል...",politics,No preannotation,2023-01-05 00:25:14.162155+00:00,2023-01-05 00:25:14.162184+00:00,yonasgebeyaw1990
156,No sequence ID (upload ID: 19678),"የብራዚሉ ፕሬዝደንት' እገደላለሁ፣ እታሠራለሁ አሊያም ድጋሚ እመረጣለሁ' ሲሉ ተነበዩ. 
    የብራዚሉ ፕሬዝደንት ጃይር ቦልሶናሮ የወደፊቱ እጣ ፈንታዬ ከመገደል፣ አሊያም ከመታሠር ካልሆነ ደግሞ ድጋሚ ከመመረጥ የሚዘል አይደለም ሲሉ ተደምጠዋል ሕዝባዊው ቀኝ ዘመም የብራዚል መሪ ቦልሶናሮ በሚቀጥለው ዓመት ፕሬዝደንታዊ ምርጫ ይጠብቃቸዋል...",politics,No preannotation,2023-01-05 00:25:38.679161+00:00,2023-01-05 00:25:38.679189+00:00,yonasgebeyaw1990
157,No sequence ID (upload ID: 19679),"ንጉሥ ቻርለስ የንግሥቲቷን የአገዛዝ ዘመን አወደሱ. 
    ቻርለስ ሳልሳዊ በሴንት ጄምስ ቤተ መንግሥት በተካሄደው የሲመት ስነ ስርዓት ንጉሥ መሆናቸው ከታወጀ በኋላ የንግሥቲቱን “አቻ የለሽ አገዛዝ” አወደሱ ንጉሥ ቻርለስ እናታቸው ካረፉ በኋላ ንግሥናቸው ቢታወቅም ነገር ግን ቅዳሜ ዕለት ጳጉሜ 5፣ 2014 ዓ.ም በነበረ ስነ ስርዓት በይፋ ንጉስ ተብለዋል...",politics,No preannotation,2023-01-05 00:25:44.824585+00:00,2023-01-05 00:25:44.824643+00:00,yonasgebeyaw1990
158,No sequence ID (upload ID: 19680),"ቦይንግ ከ737 ማክስ ጋር ተያይዞ ያለውን የደህንነት ስጋት ውድቅ አደረገ. 
    ""በታሪክ እጅግ በከፍተኛ ሁኔታ የተፈተሸ የትራንስፖርት አውሮፕላን"" ተብሎ ተጠርቷል፤ ነገር ግን አንዳንድ ተቺዎች ቦይንግ 737 ማክስ አሁንም ደህንነቱ የተጠበቀ አይደለም ብለው ያምናሉ በመቶዎች የሚቆጠሩ መንገደኞች ያለቁበት ሁለት አሰቃቂ አደጋዎችን ተከትሎ ከስራ እንዲቆም ተደርጎ የነበረው ቦይንግ 737 ማክስ ባለፈው አመት በድጋሚ እንዲበር በአሜሪካ ተቆጣጣሪዎች ተፈቅዶለታል...",business,No preannotation,2023-01-05 00:25:52.424356+00:00,2023-01-05 00:25:52.424384+00:00,yonasgebeyaw1990
160,No sequence ID (upload ID: 19682),"ኮሮናቫይረስ፡ ችግር ውስጥ የገቡት በሺዎች የሚቆጠሩ ስደተኞች. 
    ድህነትና ችግር በዩናይትድ ኪንግደም የሚገኙ የበርካታ ስደተኞች እውነታ ነው የኮቪድ1-19 ወረርሽኝ ኢኮኖሚያዊ ጫና ማሳደር ከጀመረ ወዲህ ደግሞ ነገሮች እየተባባሱ መጥተዋል...",health,No preannotation,2023-01-05 00:26:09.961443+00:00,2023-01-05 00:26:09.961472+00:00,yonasgebeyaw1990
161,No sequence ID (upload ID: 19683),"በዋግኽምራ አስተዳደር ፃግብጂ የተከሰተው ምን ነበር?. 
    በአማራ ክልል በዋግኽምራ ብሔረሰብ አስተዳደር ዞን ውስጥ ባለፈው ሳምንት መጋቢት 09/2013 ዓ.ም በተፈጸመ ጥቃት በርካታ ሰዎች ሲሞቱ በሌሎች ላይ የመቁስል ጉዳት መድረሱን የአካባቢው ባለስልጣንና ነዋሪዎች ለቢቢሲ ተናገሩ ጥቃቱ የተፈጸመበት የፃግብጂ ወረዳ ዋና አስተዳዳሪ የሆኑት አቶ ሄኖክ ነጋሽ ለቢቢሲ የ76 ሰዎች ህይወት መጥፋቱ እንደተረጋገጠ ገልጸው ሰላማዊ ሰዎችም በጥቃቱ ሰለባ ሆነዋል ብለዋል...",politics,No preannotation,2023-01-05 00:26:16.557266+00:00,2023-01-05 00:26:16.557294+00:00,yonasgebeyaw1990
162,No sequence ID (upload ID: 19684),"ከ10 ሚሊዮን በላይ የአፍሪካ ቀንድ ሕዝብ ለከፋ ረሃብ ተጋልጧል-የዓለም ምግብ ፕሮግራም. 
    በአፍሪካ ቀንድ በተከሰተው ድርቅ ምክንያት 13 ሚሊዮን ሰዎች ለከፋ ረሃብ መጋለጣቸውን የተባበሩት መንግሥታት የዓለም ምግብ ፕሮግራም አስታወቀ በድርቁ ምክንያት ምርት በመታጣቱና በምግብ እጥረት በርካታ ቤተሰቦችን እንዲፈናቀሉ ምክንያት ሆኗል ያለው የዓለም ምግብ ፕሮግራም፤ ሰብዓዊ ቀውስን ለመከላከል አፋጣኝ እርዳታ ያስፈልጋል ብሏል...",health,No preannotation,2023-01-05 00:26:19.788452+00:00,2023-01-05 00:26:19.788498+00:00,yonasgebeyaw1990
164,No sequence ID (upload ID: 19686),"የአሜሪካ ኢኮኖሚ በኮሮናቫይረስ ሰበብ በ30 በመቶ ያሽቆለቁላል ተባለ. 
    የአሜሪካ ኢኮኖሚ በኮሮናቫይረስ ምክንያት ከ20 እስከ 30 በመቶ ሊያሽቆለቁል እንደሚችል የፌደራል መንግሥቱ ግምጃ ቤት ሊቀ መንበር  ተናገሩ ጄሮም ፓውል ለሲቢሲ በሰጡት ቃለ ምልልስ ላይ እንዳመለከቱት የኢኮኖሚ መቀዛቀዙ በወራት ውስጥ የሚያበቃ ብቻ ሳይሆን እስከ ቀጣዩ የፈረንጆች ዓመትም ሊዘልቅ እንደሚችል ገልጸዋል...",business,No preannotation,2023-01-05 00:26:31.376231+00:00,2023-01-05 00:26:31.376259+00:00,yonasgebeyaw1990
165,No sequence ID (upload ID: 19687),"ሊባኖስ ከዓመት በኋላ ባለሀብቱን ፖለቲከኛ ጠቅላይ ሚኒስትር አድርጋ ሾመች. 
    ሌባኖስ የቀድሞው አስተዳደር ሥልጣን ከለቀቀ በኋላ በአገሪቱ ቁጥር አንድ ባለሀብቱን ናጂብ ሚካቲን በጠቅላይ ሚኒስትርነት በመሰየም አዲስ መንግሥት አቋቋመች ከአንድ ዓመት በፊት ውድመትን ያስከተለው በቤይሩት ወደብ ላይ ከደረሰው ከባድ ፍንዳታ በኋላ ነበር የቀድሞው የሊባኖስ አስተዳር ሥልጣን የለቀቀው...",politics,No preannotation,2023-01-05 00:26:35.837782+00:00,2023-01-05 00:26:35.837823+00:00,yonasgebeyaw1990
166,No sequence ID (upload ID: 19688),"ኮሮናቫይረስ፡ በአማራ ክልል ድጋፍ ለሚሹ ወገኖች የትምህርት ተቋማት ለመጠለያነት ተዘጋጁ. 
    በኮሮና ቫይረስ ወረርሽኝ ምክንያት ተጋላጭ የህብረተሰብ ክፍሎች ለሚባሉት ለምኖ አዳሪዎች እና ጎዳና ተዳዳሪዎች ትምህርት ቤቶች ውስጥ እንዲጠለሉ ለማድረግ እንቅስቃሴ መጀመሩን የአማራ ክልላዊ መንግሥት የሠራተኛ እና ማህበራዊ ጉዳይ ቢሮ አስታውቋል የኮሮና ወረርሽኝ እየተስፋፋ ከመምጣቱ አንፃር ይህ የማህበረሰብ ክፍል ከለላ ሊሰጠው ይገባል ብሎ ያመነው ቢሮው ለዚህ የሚረዳውን ኮሚቴ ማቋቋሙንም የቢሮ ምክትል ኃላፊ አቶ ጥላሁን መኳንንት በተለይ ለቢቢሲ ገልጸዋል...",health,No preannotation,2023-01-05 00:26:39.774706+00:00,2023-01-05 00:26:39.774733+00:00,yonasgebeyaw1990
167,No sequence ID (upload ID: 19689),"የፕሪሚየር ሊግ ተጫዋቾች የኮቪድ ክትባት እንዲወስዱ በመንግሥትና በሊጉ ተጠየቁ. 
    የእንግሊዝ ፕሪሚየር ሊግ እና የዩናይትድ ኪንግደም (ዩኬ) መንግሥት የእግር ኳስ ተጫዋቾች የኮቪድ-19 ክትባትን እንዲወስዱ አሳሰቡ በሳምንቱ መጨረሻ ሊደረጉ የነበሩት የከፍተኛ ሊግ ጨዋታዎች ግማሾቹ ክለቦች ላይ እንደ አዲስ በተቀሰቀሰው ወረርሽኝ ምክንያት ለሌላ ጊዜ ተላልፏል...",sports,No preannotation,2023-01-05 00:26:48.232372+00:00,2023-01-05 00:26:48.232400+00:00,yonasgebeyaw1990
168,No sequence ID (upload ID: 19690),"በሰሜን ኢትዮጵያ ዳግም ጦርነት ሊቀሰቀስ ይሆን?. 
    ላለፉት 17 ወራት በጦርነት ሲናጥ የነበረው የሰሜን ኢትዮጵያ አካባቢ የትግራይ ኃይሎች ከአፋር ወጥተናል ማለታቸውን ተከትሎ መረጋጋት ያሳየ ቢመስልም ባለፈው ሳምንት መጨረሻ ላይ ዳግም ግጭቶች ሊያገርሹ እንደሚችሉ እየታዩ ነው የትግራይ ኃይሎች ከኤርትራ ጋር አዋሳኝ በሆኑት አካባቢዎች ላይ የከባድ መሳሪያ ጥቃት ከፍተው ለአጭር ጊዜ የቆየ ወታደራዊ ግጭት መካሄዱን ቢቢሲ ከምንጮቹ አረጋግጧል...",politics,No preannotation,2023-01-05 00:26:51.058106+00:00,2023-01-05 00:26:51.058136+00:00,yonasgebeyaw1990
169,No sequence ID (upload ID: 19691),"ድምጻዊ ሃጫሉ ሁንዴሳ፡ በሃጫሉ የፍርድ ሂደት ቅሬታ እንዳላቸው ገለጹ. 
    የአርቲስት ሃጫሉ ሁንዴሳ ቤተሰብ ከዘጠኝ ወራት በላይ ከቆየ ዝምታ በኋላ በወንጀል ምርመራው እና በፍርድ ሂደቱ ላይ አስተያየት ሰጥተዋል ታናሽ ወንድሙ ሲሳይ ሁንዴሳ ከቢቢሲ ጋር ባደረገው ቃለ መጠይቅ ""ላለፉት ዘጠኝ ወራት ምንም ካለመናገር የተቆጠብነው ማንኛውም አካል ግድያውን ለፖለቲካ ትርፍ እንዳይጠቀምበት በማሰብ ነበር"" ይላል...",politics,No preannotation,2023-01-05 00:26:58.305244+00:00,2023-01-05 00:26:58.305274+00:00,yonasgebeyaw1990
170,No sequence ID (upload ID: 19692),"ኔቶ የዩክሬንን ፍላጎት እንዳያሟላ ያደረገው የሩሲያ ማስጠንቀቂያ. 
    የምዕራባውያን የመከላከያ ትብብር የሆነው የሰሜን አትላንቲክ ጦር ቃል ኪዳን ድርጅት ወደ የምሥራቅ አውሮፓ አገራት መስፋፋቱ ለብሔራዊ ደኅንነቷ ስጋት እንደሆነ በመግለጽ ሩሲያ ተቃውሞዋን ስትገልጽ ቆይታለች በዚህም ዩክሬን የኔቶ አባል ለመሆን ያላት ፍላጎት ሩሲያ ለከፈተችው ወረራም አንዱ ምክንያት እንደሆነ ይነገራል...",politics,No preannotation,2023-01-05 00:27:01.957989+00:00,2023-01-05 00:27:01.958017+00:00,yonasgebeyaw1990
172,No sequence ID (upload ID: 19694),"በኮሮናቫይረስ የተያዘ በማስመሰል ሰዎች ያስደነገጠው የ5 ዓመት እስር ይጠብቀዋል ተባለ. 
    የሞስኮ ፖሊስ በኮሮናቫይረስ የተያዘ በማስመሰል በባቡር እየተጓዙ የነበሩ ሰዎችን ያስደነገጠውን ግለሰብ በቁጥጥር ሥር ማዋሉን አስታወቀ በማህብራዊ ሚዲያዎች ላይ የተሰራጨው ተንቀሳቃሽ ምስል በፖሊስ በቁጥጥር ሥር የዋለው ግለሰብ አፍና አፍንጫ መሸፈኛ (ማስክ) አድረጎ በኮሮናቫይረስ የተያዘ በመምሰል ሲወድቅ እና ሲፈራገጥ ያሳያል...",health,No preannotation,2023-01-05 00:27:15.191305+00:00,2023-01-05 00:27:15.191337+00:00,yonasgebeyaw1990
174,No sequence ID (upload ID: 19696),"የፌደራል መንግሥቱ እና የትግራይ ኃይሎች የሰላም ንግግር ተጀመረ. 
    የፌደራል መንግሥቱ እና የትግራይ ኃይሎች የሚያደርጉት የሰላም ንግግር ዛሬ በደቡብ አፍሪካ ተጀመረ በስፋት ሲጠበቅ የቆየው የሰላም ንግግር ዛሬ ማክሰኞ ጥቅምት 15 ጀምሮ እስከ እሁድ ጥቅምት 20/2015 ዓ.ም. ቀጥሎ እንደሚካሄድ የደቡብ አፍሪካ ፕሬዝዳንት ቃል አቀባይ ተናግረዋል...",politics,No preannotation,2023-01-05 00:27:29.034907+00:00,2023-01-05 00:27:29.034937+00:00,yonasgebeyaw1990
176,No sequence ID (upload ID: 19698),"በሺዎች የሚቆጠሩ ሱዳናውያን ለለውጥ ጎዳና ላይ ወጡ. 
    በሺዎች የሚቆጠሩ ሱዳናውያን ፖለቲካዊ ለውጥን በመሻት በተለያዩ ከተሞች ጎዳናዎች ለተቃውሞ ወጥተዋል ባለፈው አመት የሱዳኑን ፕሬዚዳንት ኦማር አልበሽር ከስልጣን መገርሰስ ተከትሎ ቃል የተገቡ ማሻሻያዎችና ለውጦች ምን ላይ እንደደረሱ ተቃዋሚዎች በመጠየቅ ላይ መሆናቸውን የሲቪል ማህበረሰብ ድርጅቶች አስታውቀዋል...",politics,No preannotation,2023-01-05 00:27:43.528532+00:00,2023-01-05 00:27:43.528561+00:00,yonasgebeyaw1990
178,No sequence ID (upload ID: 19700),"የቀድሞው ኮማንዶ የአሁኑ ሚሊየነር አዲሱ የእስራኤል ጠቅላይ ሚንስትር ናፍታሊ ቤኔት. 
    የእስራኤል ፓርላማ ለ12 ዓመታት በጠቅላይ ሚኒስትርነት አገሪቱን የመሩትን ቤንያሚን ኔታኒያሁን እንዲተኩ ናፍታሊ ቤኔትን መርጧል የቀድሞው የማንዶ እና አሁን በቴክኖሎጂ ዘርፍ ተሰማርተው ሚሊየነር የሆኑት አዲሱ የእስራኤል ጠቅላይ ሚንስትር ናፍታሊ ቤኔት ኔታኒያሁን በጠባብ ድምጽ በልጠው ነው የአይሁዳዊቷ አገር ጠቅላይ ሚኒስትር የሆኑት...",politics,No preannotation,2023-01-05 00:27:54.645876+00:00,2023-01-05 00:27:54.645933+00:00,yonasgebeyaw1990
179,No sequence ID (upload ID: 19701),"ኮሮናቫይረስ፡ የጣሊያኑ ጠቅላይ ሚኒስትር ሥልጣናቸውን ሊለቁ ነው. 
    የጣሊያኑ ጠቅላይ ሚኒስትር ጁሴፔ ኮንቴ ዛሬ ማክሰኞ ሥልጣናቸውን በገዛ ፈቃዳቸው ይለቃሉ ኮንቴ ሥልጣናቸውን የሚለቁት ኮሮናቫይረስ ወረርሽኝን ተከትሎ በተከሰተው ምስቅልቅል ያሳዩት አስተዳደር ደካማ ነው በሚል ከተተቹ በኋላ ነው...",politics,No preannotation,2023-01-05 00:28:39.307147+00:00,2023-01-05 00:28:39.307176+00:00,yonasgebeyaw1990
180,No sequence ID (upload ID: 19702),"የዓለም ሻምፒዮናው ታምራት፡ ውስጤን አሳምኜ የመጣሁበትን ነው ያደረኩት. 
    ትናንት እሁድ ሐምሌ 10/2014 ዓ.ም. በተካሄደው 18ኛው የዓለም አትሌቲክስ ሻምፒዮና የማራቶን ውድድር ላይ ባለድል የሆነው አትሌት ታምራት ቶላ “ውስጤን አሳምኜ የመጣሁበትን ነው ያደረኩት” ሲል ከውድድሩ በኋላ አስተያየቱን ሰጠ አትሌት ታምራት፤ ወደ ውድድሩ ከመግባቱ በፊት የመጨረሻዎቹን 10 ኪሎ ሜትሮች ከፊት ወጥቶ ለብቻው ሮጦ ለማሸነፍ አቅዶ እንደነበረ ተናግሯል...",sports,No preannotation,2023-01-05 00:28:45.697387+00:00,2023-01-05 00:28:45.697415+00:00,yonasgebeyaw1990
181,No sequence ID (upload ID: 19703),"7 ሺህ 200 አገልግሎት ሰጭ ዩክሬናውያን ደብዛቸው ጠፋ. 
    ሩሲያ ዩክሬንን መውረሯን ተከትሎ በርካታ ምስቅልቅሎች ተፈጥረዋል በሺዎች የሚቆጠሩ ንጹሃን ሕይወታቸውን ያጡ ሲሆን አድራሻቸው የጠፋውም ጥቂት የሚባሉ አይደሉም...",politics,No preannotation,2023-01-05 00:28:50.944998+00:00,2023-01-05 00:28:50.945028+00:00,yonasgebeyaw1990
182,No sequence ID (upload ID: 19704),"ቦሪስ ጆንሰን የካቢኔ አባሎቻቸው ሥራ መልቀቃቸውን ተከትሎ ጫና በረታባቸው. 
    የዩናይትድ ኪንግድም (ዩኬ) ጠቅላይ ሚኒስትር ቦሪስ ጆንሰን ከፍተኛ ባለሥልጣኖቻቸው አስተዳደራቸውን ተችተው ሥራ መልቀቃቸውን ተከትሎ ከፍተኛ ጫና ውስጥ ገብተዋል የገንዘብ ሚኒስትር ሪሺ ሱናክ እና የጤና ሚኒስትር የነበሩት ሳጂድ ጃቪድ በ10 ደቂቃ ልዩነት ሥራቸውን በገዛ ፍቃዳቸው መልቀቃቸውን አስታውቀዋል...",politics,No preannotation,2023-01-05 00:28:54.647536+00:00,2023-01-05 00:28:54.647563+00:00,yonasgebeyaw1990
185,No sequence ID (upload ID: 19707),"የኢትዮጵያ አየር መንገድ ቦይንግ 737 ማክስ አውሮፕላኖቹ በቅርቡ ወደ ሥራ እንደሚመለሱ አስታወቀ. 
    የኢትዮጵያ አየር መንገድ ቦይንግ 737 ማክስ አውሮፕላኖቹን ከአንድ ወር በኋላ ወደ በረራ ለመመለስ በመጨረሻው የዝግጅት ደረጃ ላይ መሆኑን አስታወቀ ከአፍሪካ ትልቁ አየር መንገድ የሆነው የኢትዮጵያ አየር መንገድ ያሉትን ዘመናዊዎቹን ቦይንግ 737 ማክስ አውሮፕላኖቹን ከበረራ ውጪ ካደረገ ሁለት ዓመት አልፎታል...",business,No preannotation,2023-01-05 00:29:30.605601+00:00,2023-01-05 00:29:30.605630+00:00,yonasgebeyaw1990
190,No sequence ID (upload ID: 19712),"የናይጄሪያ መንግሥት ሙስናን ለመከላከል ለፖሊሶች የደሞዝ ጭማሪ አደረገ. 
    የናይጄሪያ መንግሥት በአገሪቱ የፖሊስ መኮንኖች ዘንድ የተስፋፋውን ሙስና ለመከላከል ሲል የ20 በመቶ የደመወዝ ጭማሪ አፀደቀ ፕሬዚደንት ሙሐመዱ ቡሃሪ ባለፈው ዓመት የፖሊስን የጭካኔ ድርጊት በመቃወም የተካሄዱ ሕዝባዊ ንቅናቄዎችን ተከትሎ የደመወዝ ጭማሪ ለማድረግ ቃል ገብተው ነበር...",politics,No preannotation,2023-01-05 00:30:09.783150+00:00,2023-01-05 00:30:09.783180+00:00,yonasgebeyaw1990
191,No sequence ID (upload ID: 19713),"አልሻባብ በሞቃዲሾ ሆቴል ላይ በፈጸመው ጥቃት ቢያንስ አስራ ሁለት ሰዎች ተገደሉ. 
    የአልሻባብ ታጣቂዎች በሶማሊያ ዋና ከተማ ሞቃዲሾ ውስጥ የሚገኝ አንድ ሆቴልን ጥሰው በመግባት በፈጸሙት ጥቃት ቢያንስ አስራ ሁለት ሰዎች መገደላቸውን ባለሥልጣናት አስታወቁ ፖሊስ እንዳለው ጥቃት ፈጻሚዎቹ ሃያት ከተባለው ሆቴል ውጪ ሁለት ፈንጂዎችን ካፈነዱ በኋላ ወደ ሆቴሉ ሕንጻ በመግባት ተኩስ ከፍተው ነው ሰዎችን የገደሉት...",politics,No preannotation,2023-01-05 00:30:11.791753+00:00,2023-01-05 00:30:11.791782+00:00,yonasgebeyaw1990
193,No sequence ID (upload ID: 19715),"አፍጋኒስታን፡ ባይደን አሜሪካዊያንን ከካቡል የማስወጣት ተግባር ከስጋት ነጻ አይደለም አሉ. 
    የአሜሪካው ፕሬዝዳንት ጆ ባይደን በአፍጋኒስታን ዋና ከተማ ካቡል እየተካሄደ ያለው ሰዎችን ከአገሪቱ የማስወጣት ተግባር ""ከአደጋ ሙሉ በሙሉ ነጻ አይደለም"" ሲሉ ገለጹ ባይደን በዋይት ሐውስ በሰጡት መግለጫ አሜሪካ እስካሁን ድረስ 13,000 ሰዎችን ከአፍጋኒስታን ማስወጣቷን ብሎም ይህ በታሪክ ትልቁ እንዲሁም አስቸጋሪው እንደሆነ ተናግረዋል...",politics,No preannotation,2023-01-05 00:30:20.505553+00:00,2023-01-05 00:30:20.505582+00:00,yonasgebeyaw1990
