yo_mt_review	sentiment
Emi yoo ṣeduro fiimu yii si ẹnikẹni ati gbogbo eniyan ti o nifẹ si itan-akọọlẹ ati ohun-ini Naijiria.	positive
Awọn itan Juju jẹ itan kukuru mẹta ni fiimu 1 wakati 20 iṣẹju kan. Itan akọkọ 'Ipin Ifẹ' ni ibi ti oje naa wa, itan keji jẹ 'Yam' jẹ ikuna ti o buruju ati 'Jijiya Ajẹ' dara pupọ. O ti wa ni a win, 2 ti 3 wà ti o dara.	positive
ọsẹ kan ni igbesi aye awọn ọmọ Naijiria. nkan ti o dara.	positive
A ni ibukun fun lati rii 'Nbọ Lati Aṣiwere' pẹlu ọgbọn ohun kan ti o lagbara ti olugbo ati pe a le ni imọlara gangan ti iṣọn wọn ti nwaye pẹlu itara bi a ti n sunmo ati isunmọ si ipari.	positive
Igbadun Fiimu yii jẹ igbadun. O kan pa ohun-ìmọ okan, O ti wa ni o dara lati ri bi ìṣe olukopa ati awọn akọrin le mu ara wọn. Mo ti wo binge.	positive
Fiimu ẹlẹwa ti n ṣe afihan awọn iṣẹlẹ itan ni ijọba Benin O ṣeun si awọn oṣere ati awọn atukọ. ”	positive
fiimu ti o tayọ! Awọn oṣere jẹ oṣere nla. Awọn iwoye ati backdrops won daradara ṣe. Ohun orin to dayato. Awọn itan itan jẹ bombu!	positive
Awọn olugbo yoo jẹ igbadun pẹlu adari Naijiria Kemi Adetiba The Wedding Party, ẹlẹwa, awada romantic pẹlu adun alailẹgbẹ agbaye.	positive
lol dis movie is funny ð???ð???ð???ð???ð???ð???ð???	positive
Fiimu yii jẹ ọkan ti o mu ati lẹhinna dinku iwulo mi, ṣugbọn lẹhinna tun gba lẹẹkansi.	positive
Igbega, iwunilori, fiimu ẹlẹwa.  Ọkọ mi yan fiimu yii ati pe Emi ko fẹ lati wo. Sugbon mo di nibe fa mu ni ati ki o ko le kuro ni yara. Itan Sade jẹ ibanujẹ, ṣugbọn gbogbo ohun ti o kọja ni o mu iwosan wa si ọkan ti o bajẹ ati yi igbesi aye rẹ pada ni ọna ti o ni itumọ ati ti o dara. Èmi àti ọkọ mi nífẹ̀ẹ́ sí fíìmù yìí!”	positive
O yanilenu ṣugbọn ...  O jẹ melodramatic pupọ, ṣugbọn Mo gbadun rẹ. Ni apa keji eyi jẹ oriyin nla si gbogbo oṣiṣẹ iṣoogun ti o wa ni akọkọ ti aawọ naa. ”	positive
"""Ẹ kí, fiimu figurine leti mi ẹkọ kan lati inu iwe ọrọ Gẹẹsi ti a ka lakoko tabi boya awọn ọjọ ile-iwe, eyun The Bottle Imp. The crux of the movie plot/ story is identical dogba si igo imp. Jọwọ ko si controversies, just my ero, ti o jẹ gbogbo.O ṣeun… ”…"	positive
Eleyi jẹ ẹya ti iyalẹnu tasteful movie. Nla osere nipa awọn asiwaju iyaafin.	positive
Kunle afolayan master nkan	positive
Simẹnti ti KOB 2 n fun awọn ipa ti o yẹ julọ fun awọn eniyan ti yoo fi gbogbo rẹ silẹ loju iboju, wọn si fun awọn iṣẹ alarinrin, pẹlu awọn ti o ni awọn ipa ti kii ṣe sisọ ati awọn ifarahan cameo. Iṣe naa wa ni aaye, pupọ pe paapaa awọn oju oju sọ awọn ipele.	positive
Ohun ipelegiga Gbogbo ohun ti Mo ni lati sọ ni pe fiimu yii jẹ topnotch !!!! Kemi Adetiba iwo ni oga🙌🏽🙌🏽🙌🏽🙌🏽	positive
Ti o dara ju ti Nollywood  Eleyi jẹ iwongba ti ẹya exceptional fiimu. awọn anesitetiki bi lẹwa ati ki o gbagbọ. Kudos si egbe ti o wa lẹhin fiimu naa ati Biola Alabi. Seyi Shay ni a star abeg. Ati kamẹra WOW !!! Nollywood si aye!!!	positive
Itumọ: Kunle Afolayan's Deceptively Simple sibẹsibẹ Incredibly Complex Movie	positive
O tayọ Storyline ati Nla kikọ  Ko le duro fun Akoko 2 !!! Ifihan naa ti kọ daradara, awọn kikọ ti ni idagbasoke ni kikun ati awọn laini itan jẹ eka.	positive
Egba o wuyi  Ko le ti dara julọ gaan. Mo ṣe iyalẹnu kini wọn yoo ṣẹda lẹhin fiimu akọkọ ṣugbọn jara ti o lopin fihan pe ọpọlọpọ iṣẹ lọ sinu iṣelọpọ fiimu yii. ”	positive
"""Iṣẹ nla Eyi jẹ ohun ti o dara, wo ni ẹẹkan ṣugbọn o tọsi rẹ patapata. ”"	positive
Didara iwe afọwọkọ ko le ṣe aṣiṣe. O ṣe afihan laini itan-akọọlẹ ti iwadii daradara ti o nṣàn nipa ti ara ati pe ko ni awọn ẹya ti o duro. Iwọ yoo ma ṣe iyalẹnu, ni ero pe o ti yanju irufin naa, nikan fun ọ lati rii nigbamii pe iwe afọwọkọ naa ni awọn igbesẹ pupọ siwaju rẹ. Fiimu naa jẹ wakati meji ati idaji ni gigun, ṣugbọn ko si akoko ṣigọgọ.	positive
Fiimu nla  Mo ṣiṣẹ lori fiimu yii. Emi kii ṣe deede wo awọn fiimu ti Mo ti ṣiṣẹ lori ṣugbọn eyi jẹ iyanu ọkunrin oke ade John.	positive
“Maṣe tẹtisi esi odi yii  Mo ti woye awon kan ko le mu ooto mu ki won paro iro ni fiimu nla kii se ooto ohun gbogbo ninu fiimu sugbon Adewale ti so bee sugbon awo Tilbury atijo jowu lasan.... Take the fiimu fun ohun ti o jẹ ati oye igbesi aye buru ni awọn ọdun 70s 80 fun ọpọlọpọ eniyan gbadun fiimu naa ati pe ko tẹtisi ibawi buburu yii. ”	positive
A ti fọwọ kan !!!!  Mo gbadun re. O wu ni wiwa lati awọn ibùso ti Hollywood sinima. Ko si akoko ti o padanu	positive
O dara ti o ba gbadun koko-ọrọ naa  Ti eyi jẹ koko-ọrọ ti o fẹran lẹhinna o jẹ fiimu ti o tọ.  Ṣugbọn o ti tẹriba pupọ ati o lọra. Fiimu naa jẹ ki o buru si ati nigbagbogbo n pariwo bi sisọ.”	positive
Dayato si- ìbànújẹ, irora ati jubilant	positive
Eleyi jẹ a gbọdọ ri movie. Inu mi dun pupọ !!!	positive
KI ASE OLOLUFE FIMILE NAIJIRIA, SUGBON EYI LO DUN  Oludari simẹnti ti yan pẹlu ọgbọn, awọn oṣere n ṣe atunbi awọn iṣẹlẹ otitọ pada si igbesi aye. Lapapọ, o jẹ afọwọṣe cinima kan, nitorinaa pinpin Netflix. 	positive
Emi yoo sọ: tọ lati wo!  Ti a ṣe daradara, dun daradara, awọn oṣere ti o dara, botilẹjẹpe o le dabi pe o lọra diẹ ni awọn akoko (ati ju awọn wakati 2 lapapọ), Mo tun ro pe o tọ lati wo nigbakugba. Nitoribẹẹ, kii ṣe fiimu didan julọ ati idunnu julọ lati wo lakoko awọn akoko corona ati awọn akoko ajakaye-arun…  sugbon mo feran re.	positive
Mo gbadun gbogbo bit ti LionHeart. O gbona ọkan mi wiwo awọn ogbo Nollywood ti o mu awọn ohun kikọ naa wa si aye. Ni kikun gbadun iṣere ti Genevieve.	positive
Fiimu ti o lagbara ti n beere ati ṣiṣafihan eto iṣoogun agbaye bi Satani	positive
Aworan ti o yanilenu patapata Alagbayida. Ina, sinima, awọn atilẹyin jẹ lẹwa, fiimu yii le jẹ tito lẹtọ bi Ayebaye igbalode. ”	positive
Oye temi  Itan itan jẹ igbadun ati pe Mo nifẹ ohun gbogbo nipa fiimu naa 🔥🔥	positive
"""Iyanu  Itan itan naa jẹ iyanilenu, awọn oṣere jẹ iyalẹnu ati pe ko ṣe asọtẹlẹ bi Mo ṣe ro pe yoo jẹ .. Didara aworan jẹ oniyi, Molly igi ti dagba gaan. ”"	positive
A gbọdọ wo!  Lati ibẹrẹ si opin, awọn irun ti o wa ni ẹhin ọrun mi ko le da duro. Laini itan naa rọrun sibẹsibẹ iyanilẹnu, iṣe iṣe naa ti balẹ ati ailabawọn. ”	positive
O dara, fiimu naa da, Mo gbadun re gan-an Mo ni ohun ti mo reti leyin igba ti mo ti ri ipo ipari Oloye Daddy (fiimu akoko) Awon osere naa se daadaa pelu ipa won, beeni fiimu naa si n rerin-in 😂😂 panilerin.	positive
" Fiimu yii jẹ aṣoju ẹlẹwa ti igbesi aye ode oni fun idile ti o dojukọ pẹlu ṣiṣiṣẹ ile-iṣẹ ti o kuna ni Nigeria, ere kamẹra, iṣere ati agbegbe gbogbogbo ti fiimu naa kọja awọn ireti rẹ. O feran re"" "	positive
Ti o dara African ọṣẹ Opera. Atampako Meji Up	positive
Mo ro o yoo jẹ ohun alaidun, sibẹsibẹ o je diẹ lowosi ju Mo ti ro, ti o dara ohun kikọ, ti o dara osere, marathoning Nigerian sinima ati ni ife pẹlu wọn... , nipa awọn Gbajumo olugbe, ibanuje akiyesi, yato si lati awọn patriarchal machismo, awọn Ìrísí tí ìyàwó ń dojúbolẹ̀ ara rẹ̀ láti tọrọ àforíjì, lórí eékún rẹ̀, jẹ́ ohun ìríra, bí ó tilẹ̀ jẹ́ pé ó ní ìhùwàsí apanilẹ́rìn-ín, ìfarabalẹ̀ tí ó bojú, tàbí tí ó ṣe kedere...	positive
"""Ti kọ lẹwa!  Ko si ọrọ minced ko si otitọ, ti a ṣe ọṣọ eke. Eyi nkọ gbogbo ifiranṣẹ pupọ ati ifihan si agbaye gbigbe kakiri eniyan! Plus Sharon Ooja jẹ iru oṣere alailẹgbẹ bẹ."""	positive
"""OMO OLOHUN TO DAJU.  Ohun Fall Apart ni BEST movie lailai. Ani dara ju The Force awakens. O yẹ ki o gba o kere ju 5 Osika. Okonkwo ni ọkunrin ti o ni ibalopọ julọ ti Mo ti rii tẹlẹ, ati pe gbogbo eniyan ti Mo pade ti o ti rii i ni ifẹ rẹ.”"	positive
Iwe itan nla  Lo gbogbo akoko naa ni wiwo awọ ara rẹ ti o lẹwa ( bev naya) ati gbigbọ ohun orin itunu naa.	positive
Ti kọ daradara ati itọsọna ti o dara julọ!  Nàìjíríà ṣe pàtàkì gan-an, láti inú ẹ̀ka ìjìnlẹ̀ ẹ̀dá ènìyàn àti oríṣiríṣi rẹ̀, Dókítà Lanre fọwọ́ kan gbogbo apá òtítọ́ wa àti ìgbé ayé ojoojúmọ́. Dokita Lanre jẹ dandan lati wo! ”	positive
Ọkan ninu awọn ti o dara ju ni African eré jara  Talent, oke ogbontarigi , iru didara sise lati awon tara, ọwọ si isalẹ pipe.and awọn akosile wà ti alaye ati ki o daradara executed.  Jeki ni Nollywood o wa lori ọna ti o tọ.	positive
Ẹbẹ fun akoko kan 2!  Mo nifẹ pupọ gaan eyi ati pe o le ni ibatan patapata, ohun ti o nifẹ lati ibẹrẹ lati pari, kudos si simẹnti ati awọn oludari. Njẹ akoko le wa ati boya ikede ti o dara julọ?	positive
Nifẹ fiimu naa  O ní a lọra ibere sugbon ni kiakia ti gbe soke! A gbọdọ wo!	positive
"""Fimu eniyan ti o lagbara ati jinna Eyi jẹ fiimu ti o lẹwa pupọ ati ironu eyiti MO le ṣeduro gaan si gbogbo eniyan. ”"	positive
Fiimu nla  Kudos si ẹgbẹ iṣelọpọ. Fiimu ti o dara julọ, Didara aworan jẹ Dara julọ. Apejuwe ti aṣa, nipasẹ ede, awọn ihuwasi ati bẹbẹ lọ jẹ aipe	positive
"""Narradores de Javé"", ohun-ini ti o farapamọ ni gbogbogbo paapaa nibi ni Ilu Brazil, jẹ fiimu Brazil ti o dara pupọ pẹlu irọrun, ṣugbọn itan ti o dara."	positive
ROMCOM Ayanfẹ MI, EYIN BITCHES KO LE!!! ati pe mo n gbongbo fun ọkunrin funfun naa... kini nipa rẹ? Mo le korira em ati ki o nifẹ wọn ni akoko kanna, meji ti eniyan. e dupe	positive
A nla awokose movie. Fiimu idile nla kan lati wo pẹlu awọn ọmọ agbalagba.	positive
Mo nifẹ eyi	positive
movie nla, fifiranṣẹ ife lati Naija	positive
Iru kikọ iyanu bẹ  Dokita Lanre jẹ fiimu iyanu. Ni igbadun pupọ lati wo eyi. O mu igbesi aye lojoojumọ, agbegbe, agbegbe, o yatọ ati ayọ lati wo. ”	positive
Fiimu ti o wuyi. a gan ti o dara aago	positive
Iyalẹnu  Eyi jẹ fiimu wiwo pupọ, o fa ọ wọle patapata, ninu itan otitọ yii, jọwọ wo eyi nitori iwọ kii yoo banujẹ	positive
Ipari nla. Fiimu yii jẹ ki n nifẹ si titi di opin, eyiti ko rọrun lati wa ninu awọn fiimu ni awọn ọjọ wọnyi. Asọtẹlẹ diẹ ṣugbọn tun ni ifura.	positive
Diẹ ninu iṣe ti o dara pupọ  Pẹlu gbogbo ere iro ti o jẹ gaba lori Nollywood, eyiti ko si nkankan ti o sọ nipa igbesi aye apapọ Naijiria, Mokalik fẹrẹ ni rilara rogbodiyan. Awọn iye jẹ o tẹle ara ti itan kan ti o han gbangba ti o rọrun. Lootọ nireti pe fiimu yii le ṣeto aṣa bew kan	positive
Fe lati wo lẹẹkansi Eyi jẹ ọkan ninu awọn fiimu Naijiria ti o n wo leralera. Iṣẹ nla ni gbogbo igba. ”	positive
Lapapọ, o jẹ ege itan aye ode oni ti o fani mọra ti o le jẹ aimọ si awọn kan, eyiti o tun le fun wa ni oye si ṣiṣe ti Nigeria imusin.	positive
Atilẹba  Mo wú mi lórí. Ati ki o Mo wa ṣọwọn pẹlu 9ja sinima / jara. Sugbon mo wa nibi ni aago 1am wiwo eyi. O so awọn aami. O ṣeun si igbiyanju naa. Arese kudos.	positive
Kii ṣe pe idite naa kuna lati di akiyesi oluwo naa nikan, ṣugbọn iṣe iṣe jẹ talaka julọ, ti ko ni idaniloju lailai.	negative
Fiimu yii gun ati ṣigọgọ. Paapaa orin isale jẹ tutu. Ati pe ko si ohun ti o le ṣe lati fipamọ fiimu naa.	negative
Ọna ti o dara lati ba ọjọ rẹ jẹ patapata	negative
aibalẹ	negative
Awọn koko-ọrọ ti o wa ninu Swallow yoo jẹ ki ẹnikẹni kigbe - osi, ifipabanilopo ibalopo, iṣowo oogun, ibajẹ eto - ṣugbọn fiimu naa ati gbogbo awọn ohun kikọ jẹ alapin ati aibikita.	negative
Tilẹ awọn aringbungbun išẹ jẹ impressively aise Ogbin ká uncompromising bleakness drowns jade awọn fanimọra itan, ṣiṣe awọn ti o kan jina tougher aago ju ti o nilo lati wa ni.	negative
Awọn aiṣedeede itan ati balderdash aramada jẹ ẹru pupọ lati wa ni fipamọ	negative
Ko si eniyan kan ti ko gàn eyi bi a ṣe n ja ogun jade.Ani cinima staffers ti o ko san, won hissing.Oburewa	negative
Bakanna ni agbara ati aibalẹ, Ogbin jẹ olurannileti ti o wuyi ti awọn gigun ti o lewu ti ikorira ara ẹni le ja si.	negative
 Ọna ti o buruju lati bẹrẹ ọdun; 'Akpe' is a doti.	negative
O le ma korira ara rẹ fun wiwo 'SuperStar' ṣugbọn iwọ yoo fi rilara rẹ silẹ & comatose.	negative
Dajudaju yoo jẹ aiṣododo si gbogbo simẹnti ati awọn atukọ ti MO ba fi eyi silẹ. Aiṣedeede patapata!	negative
Gẹgẹbi awọn iṣẹ akanṣe miiran bii rẹ, 'Knock Out Blessing' ni a ṣe ni akọkọ fun idi ti ifọwọra owo ti awọn olupilẹṣẹ rẹ dipo ki o wu awọn olugbo Naijiria rẹ loju.	negative
Akinnuoye-Agbaje die numb screenplay never get to grips with who Eni is	negative
Aadọta iṣẹju ni a lo ipolongo isinmi isinmi ni Lagos, Movie tilekun. Owo si isalẹ sisan. Ko ṣe iṣeduro	negative
Iru itiju gan; 'The Island' jẹ egbin ti talenti iyalẹnu.	negative
ti MO ba sọ fun ọ pe fiimu iyalẹnu ni eyi, irọ ni Emi yoo sọ.	negative
Laipẹ rẹ ni apakan, iṣoro gidi pẹlu 'Funke' ni pe o jẹ alaidun ati aibalẹ.	negative
Ko ṣe iṣeduro! Crispy gbẹ ati banal lasan,	negative
Nikẹhin, eyi jẹ ẹbun inira ti ko yẹ ki o mu wa si sinima.	negative
Gbóògì jẹ itanran, loke apapọ. Awọ jẹ didasilẹ. Ati ṣiṣe kii ṣe ẹru. Iṣoro naa ni aini pipe ti agbara ọgbọn ninu itan & sisọ-itan. Apeere iyara yoo to:	negative
iye ti felonies yi 6 odun atijọ hù lori papa ti yi fiimu di pupọ lati ka	negative
O dara fun awọn ọmọde ọdun 14 Ti ṣe bii itan Disney ti o mọ pupọ. Limp ati igbale.	negative
Nibẹ ni o wa diẹ ninu awọn funny fọwọkan ati awọn akoko ti freewheeling agbara, sugbon o jẹ ju gbooro, pẹlu osere ati darí aza ti o wa ni kekere kan bi Friday TV.	negative
Apapọ Idite naa kuru ju ati asọtẹlẹ. ”	negative
Ṣugbọn laanu, awọn akoko didan wọnyi jẹ diẹ ati jinna laarin wọn lati ṣe idalare sisan owo to ṣe pataki lati rii eyi.	negative
Pẹlupẹlu ere-idaraya laarin Josefu si iyawo rẹ ni a ṣere nipa ti ara ṣugbọn Mo lero pe eyi jẹ iwe-ipamọ diẹ sii lẹhinna fiimu…	negative
Nitoribẹẹ, awọn rhythmu ti gigun ati kukuru hiss ṣe nfọhun laipẹ lati ọdọ awọn olugbo	negative
Ko si eni ti o yẹ lati wo fiimu aṣiwere yii	negative
snooze Fest, ko Elo itan, yeye soundtracks	negative
fi oburewa ADR, ati apapọ to gan buburu osere, ati awọn ti o ni —- a alaburuku.	negative
It doesn't go wholly wrong all at once, but damned if the filmmakers don't lose the thread and stumble and lurch and pad this thing until their Nollywood film is Bollywood length, without the wit, warmth or content to justify it	negative
Grotesque ati iha-bošewa. Alaidun ati downright Karachi!	negative
Fiimu ẹya akọkọ ti o ni abawọn, ṣugbọn o fihan adehun nla kan	negative
Nipa fiimu ti o gbajumọ #KOB Emi ko le sọ pe o dara tabi buru ju awọn iyokù ti ọlọla lọ,	negative
Ṣe ni Ọrun' ni a Karachi movie. Omugọ ni, yoo binu ọ si aaye ti iwọ yoo bẹrẹ sii rẹrin nitori ibanujẹ lasan. Iwọ yoo rẹrẹ pupọ lati rii i, iwọ yoo rii ararẹ lojiji ni rilara bi ẹni pe o kan le gbadun iwa aṣiwere ti fiimu aṣiwere yii. fiimu ẹlẹgàn pupọ. Idoti pipe!	negative
Gbigbe lọra, iṣere nla ati pe o ni awọn biba diẹ ninu ṣugbọn ipari ko ni idariji	negative
"""Ni laisi iru iji lile bẹ, yago fun fifun apamọwọ rẹ ni ọkan pẹlu 'Dagger' yii. Ni pato ko ṣe iṣeduro"""	negative
Nigbati mo sọ pe awakọ fun awada n yi akoonu wa si shit, eyi jẹ apẹẹrẹ akọkọ.	negative
Ti o ba wo Oloye Daddy: Lọ For Broke lori itusilẹ Ọjọ Ọdun Tuntun rẹ lori Netflix ati lẹsẹkẹsẹ ro pe o jẹ oludije fun fiimu ti o buru julọ ti ọdun, mọ pe aṣiṣe naa kii ṣe tirẹ;	negative
Ọlẹ ati irẹwẹsi!	negative
snooze Fest, ko Elo itan, yeye soundtracks	negative
Awọn movie je ko nla, a bit ti overreaching ti awọn olukopa (boya lori-directed?) Ṣugbọn awọn ti o tọ je nla.	negative
Didara kekere fun Isuna giga Iru	negative
Idite ti o dara. Ẹru post-gbóògì.	negative
Ko ṣe iṣeduro.	negative
Itan nla, iṣe ti ko dara.	negative
Fíìmù oníràwọ̀ kan tó jẹ́ kí àwọn ìràwọ̀ dà bíi pé wọ́n ń ṣe eré ìdárayá ọmọ ilé ẹ̀kọ́	negative
Ko ṣe iṣeduro.	negative
Isọtẹlẹ! Ibanujẹ! itiju! Itiju didan.	negative
Tito sile ti fiimu yii jẹ ki n fẹ ki o nifẹ rẹ, ṣugbọn o ṣoro lati gbadun larin kikọ-iboju ti o bajẹ nipasẹ Genevieve Nnaji.	negative
Ni idaniloju, ọkan lori awọn fiimu ibanilẹru ti o buru julọ ti a ṣe…	negative
Soro nipa iṣe tilẹ, iwe afọwọkọ itan, o jẹ nkan ti aye yii	negative
Botilẹjẹpe eke ti pin si bi “Ibanuje”, 'Bridal Shower' wa ni otitọ gangan kii ṣe fiimu ibanilẹru. O ti wa ni a Karachi-fiimu- Patapata ati patapata aimọgbọnwa!	negative
o jẹ wholesomely pointless - A desperate owo ja.	negative
Ibanujẹ nla	negative
Alaidun	negative
Pele sugbon incompetent	negative
Ti bajẹ nipasẹ aiṣedeede imọ-ẹrọ, 'Aworan Pipe' jẹri lati jẹ maili kuro lati jẹ pipe.	negative
"“Asọtẹlẹ gbigbe lọra Fiimu yii dajudaju jẹ ninu Circuit giga junior."""	negative
but the sound and music was so bad that it destroyed anything good	negative
Ko wo gbogbo awọn inira yii. Paapaa paapaa oṣuwọn keji, o han gedegbe ti idagẹrẹ ẹlẹyamẹya lati orilẹ-ede Afirika kan ti ko ni ile-iṣẹ fiimu.	negative
Itan itan ti o dara, ipaniyan ti ko dara	negative
Iṣe naa ko dara, ohun orin jẹ atunwi, itan-akọọlẹ jẹ ... (ti o ba wa ni ọkan Emi yoo ti ṣe apejuwe rẹ nibi).	negative
Idite naa dara, ṣugbọn awọn aaye imọ-ẹrọ ko dara rara.	negative
Imudani ti o ni ikanra, ti o ni idimu ti iwe kan pẹlu (nibi ti a ko tẹ) ijinle	negative
Ko si ohun ti o dara nipa 'Eyi Ti Di Wa'. Ko si nkankan rara.	negative
Ṣiṣejade fiimu yii ti ṣoro ṣugbọn ọkan ti nsọnu	negative
Ni idojukọ bi o ṣe jẹ lori ibatan laarin Joseph ati Suzy, fiimu naa ko tan imọlẹ diẹ si ipaniyan ọjọ 13 Kínní, 1976, eyiti o mu Olusegun Obasanjo si ijọba.	negative
Idọti patapata! Iwọnyi kii ṣe eniyan pataki. Jọwọ, maṣe fi Naira rẹ san wọn fun wọn.	negative
fiimu yii ni lati jẹ awada romantic ti o ni ibanujẹ julọ ti a ti rii tẹlẹ.	negative
Boya iṣe iṣe ti o buru julọ lailai ninu fiimu kan eyiti o dabi pe o ṣe pẹlu owo ti o to.	negative
Ọna ju lọra. Ohun ti a egbin ti akoko.	negative
Nko le gbagbọ pe mo lo wakati meji ni wiwo fiimu yii	negative
i really don’t like this movie	negative
Idite jẹ fere sofo.	negative
Ifọrọwanilẹnuwo ti ko lagbara, awọn iwoye ogun magbowo.	negative
Lati itọnisọna ti ko dara, si itan inira; hohuhohu sise to illogicality; aijinile iboju kikọ si ṣiṣatunṣe buburu..	negative
Yi movie jẹ ilosiwaju.	negative
Yatọ si lati jẹ asọtẹlẹ ti o buruju ati ifihan ni gbogbogbo ni isalẹ iṣe iṣe apapọ, o jẹ iyọnu nipasẹ lẹsẹsẹ awọn igbiyanju irẹwẹsi kan ni atunda awọn ipilẹ ilufin ti o wọ.	negative
Mo korira bi yi movie ti wa ni akole.	negative
Ibanujẹ ati alala, 'Efunsetan Aniwura' jẹ afihan ni ọlẹ ati itan-itan ibanilẹru.	negative
Mo wa laaye	negative
ÀÌÍNI ÀWỌN POSTERI ILÉ FÚN FIMỌ NOLLYWOOD	negative
OROGBO	negative
fiimu yii ṣe ileri pupọ ṣugbọn o jade lati jẹ ẹlẹgàn ikun. Idoti!!	negative
Naijiria, yẹ ki o kọ ẹkọ bi a ṣe le ṣe awọn fiimu.	negative
Fiimu naa dabi enipe gbogbo alapin ati draggy botilẹjẹpe jade.	negative
O ṣe ileri ẹrín, ṣugbọn awada jẹ iwonba ati awọn ẹrin musẹ dipo ẹrin ahun ti o nireti nigbati o lọ si sinima fun awada kan.	negative
Abigail ko daadaa, eniyan buburu naa jẹ diẹ ti irun mustache, wọn si rii pe o buruju fun awọn eniyan dudu lati pada sẹhin ni akoko.	negative
Awọn asiwaju obinrin ipa kan tobi oriyin.	negative
The ending was the only enjoyable part of this for me. Good for her.	negative
"Ijakadi kan Eyi jẹ itiju ati aiṣedeede buruju si CNA. Itiju lori ""fiimu"" yii."	negative
A Trainwreck of a movie. 90s minutes of dissapointing Sound editing and acting.	negative
dapo Ṣe eyi ni fiimu ti o dara dabi ni Afirika ni ọdun 2012? Ti o ba jẹ bẹ lẹhinna ... o jẹ nla! Mo ni lati ṣe iyalẹnu (ninu ọran yẹn) boya o ti dara julọ ni ọdun 2021? ”	negative
. Knock Out Ibukun' jẹ fiimu ti ko wulo patapata ti ko yẹ ki o ṣe, tabi o kere ju ko ti tu silẹ fun gbogbo eniyan. Idoti!	negative
Laibojumu gun Fun mi,	negative
fun awon osere magbowo ti ko tun ni itosona lati odo Akinropo. Ohùn naa buru, boya lati aini awọn mics ariwo.	negative
Suga Suga ni ọpọlọpọ awọn iwoye yiyi oju ti o pari ni ipari ni ipinnu apanirun ti rogbodiyan alailagbara.	negative
Ibanujẹ, iyipada Enitan lati ẹmi ti o sọnu si ọmọwe kan ati ni bayi oṣere kan ti lọ sinu awọn iṣẹju ikẹhin ti o ku lẹhin gbogbo aibalẹ naa.	negative
Fiimu Naijiria akọkọ mi  Láti ọ̀pọ̀lọpọ̀ ọdún sẹ́yìn, mo ti rí ọ̀pọ̀lọpọ̀ ìròyìn tí ń sọ̀rọ̀ nípa bí orílẹ̀-èdè Nàìjíríà ṣe ní iléeṣẹ́ fíìmù abẹ́lé tí ó yọrí sí rere. Lakoko ti o daju pe o wú mi loju, Emi ko le rii eyikeyi awọn fiimu Naijiria ti o wa fun mi lati wo titi emi o fi kọsẹ lori eyi lori Netflix. Lati so ooto, Mo n reti nkan ti o lẹwa ti a ṣe, ati si iwọn nla eyi jẹ otitọ. Lakoko ti o jẹ diẹ ninu awọn iyaworan ti o dara ti o dara ati / tabi itọsọna ti o tọka pe ni awọn akoko diẹ ninu awọn igbiyanju gidi kan ti awọn oṣere n ṣe, fiimu naa ni awọn aito diẹ sii. Cinematography ko ni iwunilori, diẹ ni o wa ni ọna awọn iye iṣelọpọ, ati iṣe nipasẹ ọpọlọpọ awọn oṣere jẹ magbowo. Lootọ, MO le ti ni anfani lati dariji gbogbo ohun ti o ni iṣoro nla ti fiimu naa ko si, pe nitori pe o gun ju (iṣẹju 121 ni ipari) ati pe o lọ laiyara pupọ. Eyi jẹ itan kan ti o nilo gaan lati ge mọlẹ boya ni ipele iwe afọwọkọ tabi nigbati aworan ti n ṣatunkọ. Yiyi kan wa si opin ti o nifẹ diẹ (pelu agbara mi lati sọ asọtẹlẹ diẹ ṣaaju ki o to ṣii), ṣugbọn o kere ju ati pe o pẹ pupọ lati jẹ ki o tọ lati joko nipasẹ itan kan ti o gun pupọ ati lọra. Sibẹsibẹ, ti o ba ti gbọ ti sinima Naijiria ti o si ni iyanilenu lati ni iriri ayẹwo kan, Mo ṣẹṣẹ sọ fun ọ ni yiyan ti o ṣee ṣe.”	negative
Laanu, a ko le gba awọn ibon ibọn kekere, awọn ibon aaye, ge & gbìn awọn aṣọ, iyaworan ti ko ni iyanilẹnu ati awọn ayẹyẹ iranti fọọmu gigun ti ko wulo fun awọn aworan ti a ti ṣafihan tẹlẹ ti gbogbo bota pẹlu awọn iṣipaya ti ko ni oye ti ẹgan ti o yẹ ki o jẹ awọn apanirun ti o han gbangba lati inu ibere.	negative
Laanu, fiimu naa nigbagbogbo jẹ daradara ati onilọra pẹlu diẹ ninu awọn akoko ọṣẹ ọsan pupọ ti ifihan ẹdun.	negative
Awọn movie je ko nla, a bit ti overreaching ti awọn olukopa (boya lori-directed?) Ṣugbọn awọn ti o tọ je nla.	negative
Lọgan Lori A Night' ni a dud.	negative
Bi o ti jẹ pe, iwọ ko ni oye ti aaye tabi ihuwasi nitori pe pupọ ni lati ni didan lori lati ba gbogbo rẹ mu.	negative
Fiimu yii jẹ alaidun pupọ fun sinima.	negative
buburu	negative
A pe o kan kidnap- Waye hostage fun aadọta odd iṣẹju, a ni won fi agbara mu lori ohun excursion ti awọn ohun asegbeyin ti aaye, Ko niyanju.	negative
