review	sentiment
I really enjoyed watching the movie. First time seeing Nollywood do something that can compete internationally.	positive
Brilliant movie This is a brilliant export from Nollywood. I am amazed at the level of quality of this film. Nigerian cinema is truly growing. Good job and we need a sequel.	positive
Not your everyday dilemma, but as depicted in this lushly detailed and passionately performed melodrama, the mores and traditions of this sequestered, seldom depicted group take on a broader relevance.	positive
A perfect story!  Amazingly realistic. It depicts the life and story of young Nigerian men living in Lagos.	positive
Not my type of movie but my type of actors	positive
"Refreshing, New, Love Story!! This is one of the best love. funny, well acted stories I have seen for a while! I love the beautiful black actors, and enjoyed that it is just as good as the typical ""Hollywood"" made movies!!"	positive
The performances are so natural with this absolutely unobtrusive camera that speaks the language of the independent domestic drama - the parts of the story unfamiliar to me, I’m able to catch up with.	positive
Good movie, would love to see a continuation of this movie.	positive
excellent Performances~  Well done! The performances by the entire cast was good, especially the actress who plays the mother along with the male and female lead. Would definitely watch more stories like this.	positive
I really enjoyed watching the movie. First time seeing Nollywood do something that can compete internationally.	positive
"Jumbled' is highly entertaining and exceptionally enjoyable. You will hate the characters, then you will love them, then hate them and love them again. 'Jumbled' is that special type of movie Nigerians love to love. You know, the type where one minute, you are going- ""This guy is so stupid."" The next, you are like ""Awww"". And not too long after that, your ""Awww"" quickly turns to ""Hehn? My God!"" Fantastic movie. Not perfect. But fantastic all the same."	positive
I enjoyed this movie 🎥! Great acting and a different twist ending!👍	positive
Nollywood blockbuster that turns out to be a sprawling, at times gloriously chaotic gangster epic about a woman who made it and who now rules the world by way of her facial expressions. So much energy.	positive
This movie will englighten you  As a Nigerian I know we have three major tribes: Hausa, Igbo and Yoruba. However, you don't hear the mention of Hausa in places like America. Hausa's are termed the poorest-illiterates in the country. You hardly see or hear them in entertainment so the world isn't aware they even exist. I wish they will make more movies like this. The Hausa tribe needs to be heard!	positive
Loved this movie- the cinematography, the shots, the fashion and music was on point. Lagos looks sooooo good. The acting was very believable and I enjoyed humor in unexpected scenes like well- find out for yourself.	positive
We need season 2!!!  I binge watched season one. It was awesome.	positive
This was a good write, a good direct, a great watch, marvellous delivery, an elegant cast, a tasty plot!!!	positive
Under Rated  Good cast, good storyline. It's as real as things seem in Africa. Good watch	positive
Absolutely Stunning Picture  Overall I loved the movie in it's entirety and hope more directors and producers can provide more movies reading between the lines of historic events.	positive
Loved It All! Awesome Actresses! Entertaining Fashionable & Educational!!! These writers and directors were so on point. This series had me begging for more. I'm a major fan of these women and men now. More, Please!	positive
"Very well written & performed.  This was quite an original take on the common subject of infidelity. The plot was very well thought out; interesting and the pacing kept me engaged from the very beginning. It would throw me off from any predictability in fairly creative ways at well spaced out intervals throughout its nice length and the acting was of a decent standard from everyone too. The ending sealed this movie off really nicely and the moral lessons are sound.  On another note, I am so impressed by Nollywood movies nowadays. The storytelling and themes in general are leading the way for ""black movies"" because they have simply advanced way past the obvious notion that the cast or setting is black-orientated and instead they just focus more on everyday life without those patronising caricatures. So refreshing!  Quick note the editor: Less warp stabiliser."	positive
...contains memorable scenes and definitely, er, packs a punch, but it is marred by gauche directorial touches…	positive
Amazing movie  It was a wow movie, from the cast to the storyline.. it was flowing, it gave all the emotions high and low.. such a beautifully written movie. Worth every cent..	positive
The chemistry between Efa Iwara and Bisola Ayeola is so lovely, and when Efa switches to his comedic role is actually hilarious.	positive
its a good movie, see it.	positive
Best Nigerian Film Ever  LionHeart works so well as Comedy/Drama without even trying.. The humour flows naturally and it showcases the Nigerian culture and values in the most beautiful ways. The picture is absolutely beautiful but the performances are even better. Great job Genevieve Nnaji. Thank you for making us proud.	positive
The most underrated and underappreciated work of art in human history.	positive
Set against the backdrop of the 1976 coup attempt in Nigeria this is a good movie. Not much shoot em up but good drama.	positive
A huge progress for Nollywood movies I really enjoyed this movie, the truth behind it, the thrilling plot. Really outstanding work!	positive
Great movie but weak ending  The movie was great until the last 20 minutes, it's just went armateur. Was strong until they had to fill in too much details just before the end and then not even end the story.	positive
A must watch  The movie was amazing, its a must watch. If you want to pass time quickly watch this. I love the taxi scene, it is my favourite.	positive
The locations are perfect for the movie, giving us such a rich viewing experience, moving us from the affluent neighbourhoods to the almost destitute areas where people have to work for daily wages.	positive
A new dawn in the Nigerian movie industry.  It's very different from the average Nollywood movie, very entertaining and keeps you glued to your seat for the entire duration.	positive
The result is a work in which style and story unite to create a singularly mesmerizing look at a culture within a culture.	positive
I started the movie expecting it to be interestingly amateurish as have been some movies I have seen from that part of the world. But as the movie progressed, I realized it did not suffer in production values at all; in fact, it was superior in some ways to anything I have seen coming out of the West lately.	positive
Loved it  It was funny and good acting. Very nice romantic comedy! It nice to see African movies and actors	positive
Great Piece  This is a well-crafted, mind blowing work. The fact that I couldn't guess or know how it was going to end, blew my mind. The suspense is top notch. No unnecessary clip to prolong the movie but straight to the point. This is changing the narrative of Nollywood movies. Cheers to the Writer and Director. Highly recommended.	positive
The post script scene will have you laughing out of the cinema hall, and you will find yourself breaking out in a grin each time you recall flashes of the movie.	positive
Nice Movie  Really had a good time watching, the cast and crew weré excellent! Amazing storyline . Kudos to the actors, Directors and producer. Will definitely recommend.	positive
Great Movie about relationship with God  I totally enjoyed watching this movie, it stirred up something in my spirit to be persistent with my walk with God and was a reminder that He is my father I can always talk to anytime. There is room for improvement for a better execution.	positive
"""the greatest inspirational movie I have seen so far. impresively directed and excellent performances"""	positive
It is lovely to see Kolade handle the car so well.  Daddy Showkey is the don and major bad guy, and he wears the role well. His acting needs some work, but he did not disappoint.	positive
Quite interesting Well Its about a Chicago gang star and one ex army general in Nigeria in the reverse. But all that is now gone as we know more.	positive
Funny  Funny and good acting. A different cool vibes.  I like how the main character is put of the ordinary and how the women stand up to the men.	positive
The storyline is unpredictable, the acting of most of the characters are believable. The picture quality is amazing!	positive
Fast-paced, funny, and sweet, The Royal Hibiscus Hotel proves that playing within genre doesn't have to result in a mediocre film	positive
If you are looking for a tight plot, excellent acting, unusual reveals, and situational comedy, with a touch of home-grown romance, this is the movie for you.	positive
Juju stories is a three short stories in a 1 hr 20 mins movie. The first story 'Love Portion' is where the juice is, the second story is 'Yam' is a woeful failure and 'Suffer The Witch' is eerily good. It is a win, 2 out of 3 were good.	positive
Great movie  The movie makes you feel every emotion which is a great marker for a great movie. It made me laugh, cry and filled with suspense on what will happen next. The production of the movie is A1 and the cast did a great job in portraying their characters. I enjoyed every second of it.	positive
This story is no fiction. The doctor who saved her country (and probably the world) from a deadly outbreak of Ebola has died from it. This very moving movie retraces what happened in Lagos in July 2014 with force and simplicity. The actors are convincing, true... It's sad, obviously, but also enriching with hope.	positive
Under Rated  Good cast, good storyline. It's as real as things seem in Africa. Good watch	positive
A  must watch  I loved this film it was so funny & romantic Simply brilliant	positive
Funny Funny Funny  Oh mehn, this movie is super funny. if you are looking for a movie to lift your mood up then this is the right movie for you.	positive
The locations add to the appeal of the movie The Lady Called Life and makes the movie relatable. It is beautifully and artfully done, and leaves a good feeling.	positive
I've never been this proud of a Nigerian movie and the fact that I'm seeing it the second time with this much excitement 😃This movie is beautiful👌 Story was a true Nigerian story, told the Nigerian way.	positive
Good to see a Nollywood movie that unites tribes and promote gender equality in an interesting way.	positive
"Quality is the hallmark of this movie. 'Lionheart' screams ""Quality! Quality! Quality!"" The production is a hundred. Everything just shinny and crispy."	positive
Great storyline, excellent audio and video quality. Production was top notch! Great combination of actors	positive
Great movie  Upbeat with underlying messages on family, loyalty, hard work and female success.	positive
Great Film  I hesitated viewing the film before reading the novel. After seeing the film, I am more intrigued about the novel and the history behind it. This is a GREAT FILM, make no mistake about it.	positive
Amazing production, impressive quality  Once I started I couldn't stop, I even watched it over and I NEVER do that! Fantastic storyline, great characters and performances. The production is my highlight, you can tell the level of detail that was put into this brilliant movie. I'm very impressed! More please!	positive
pretty good movie, but it felt kinda long to me... but definately worth watching	positive
Great TV Show! Thoroughly enjoyed season 1, the storylines and plot are compelling and I like that how it also has a comedy side to it. Can't wait for season 2! Congrats to the cast!	positive
It is a well directed and produced movie with a very sensitive theme. The story is well told and brought to life with an amazing cast.	positive
A must watch for younger Nigerians and general lovers of a good film. I will be looking out for more work by Kunle Afolayan. Well done!!!	positive
The drama is fast-paced and well apportioned; the comedy is natural and connects well with the viewers.	positive
Breath of fresh air!  FINALLY - a movie shot in Nigeria with international standards. Effortlessly funny and cunning, superior direction and cinematography. Eclectic, intentionally entertaining and attention gripping. Perfect blend of wit and humor depicted through deliberately complex yet simple visuals. Left me with the happy fuzzys.	positive
I love King of Boys Kemi Adetiba is a Brilliant Producer. King of Boys is a must watch. I love the drama and suspense.	positive
5-star movie alert!  Citation is a must watch for everyone, it embodies a part of the rich African culture, an amazing love story, overall the movie is fantastic.	positive
Beautiful production but a weak storyline  The acting was superb. Charley Boy is a delight to watch on camera. This was a wonderful effort by Kemi Adetiba and I'm really happy I got a chance to watch this.	positive
pretty good  It felt semi messy at times and was very overdramatized but I really enjoyed watching it anyway	positive
Amazing work of art!  Doctor Lanre will leave you glued to your seat all through. Great story, amazing cast, fantastic rendition of lines and suspense filled. The story is so unique, a diversion from the regular Nollywood love story.	positive
Outstanding Good acting performance to all the characters. Great videography. Truly epic & relatable to the street life of many. Perfect!!	positive
It is the kind of distinctive, culture-driven drama from emerging filmmakers that I wish we saw more of.	positive
Amazing show  This show is super amazing. It has 13 episodes and i was able to finish all episodes in 2 days.  Can't wait to see Season 2.  Everyone did very well, it is hard to pick my favorite.	positive
I saw this film in the FIFF (festival de films internationnal de Fribourg, in Swiss). This story is beautiful, and Adewale Akinnuoye Agbaje is incredible. If you can see the movie, you must go, you wont be sad !	positive
I thoroughly enjoyed the film. Beautifully shot and delightfully funny.	positive
Very Touching, Very good, Very recommended	positive
If you enjoyed the Godfather then you'll enjoy this. The storyline was beautiful and the plot twist at the end was incredible but there was some very unrealistic scenes that prove to be plot holes. But all in all the plot is very solid.	positive
Amazing Film  Indeed the most anticipated film from Nollywood 2019 didn't disappoint. Loved it all. Well done to Genevieve and Team	positive
The plot twist is different. Kudos  I'm a fan of Nigerian films. This one is different. The plot twist is different that I couldn't predict nor see anything coming. Kudos to the writer Ifeanyi Opara. The actors were super too. Characters were well interpreted	positive
Dope movie The cast selection was perfect, costumes on point and made a good villain 👏	positive
"""Narradores de Javé"" is a funny and dramatic simple story supported by a good and original screenplay, great direction and excellent performances of the cast formed by actors, actresses and amateurish simple persons."	positive
Adewale Akinnuoye Agbaje and his life story touched my heart.  Totally underrated.  It's very well directed, and very emotional.  I recommend this movie to everyone who likes biographical movies and real life stories.	positive
This world is ravishingly beautiful, but there’s also something oppressive about its exoticism. The color doesn’t just saturate the frame; it thickens it.	positive
This epic approach to a terrible conflict incorporates newsreels and maps to make things clearer for the uninitiated. It's an impressive film on many levels, and a significant achievement for the embryonic Nigerian film industry.	positive
This Lady Called Life is a gentle and sweet romantic comedy woven around the issues of childhood parental abuse and of generational curses.	positive
Beautiful, poetic, and hard-hitting without the use of excessive force and deeply layered with evolving and regional nuances of feminine experience	positive
A much needed mascarade  This is not just another naija silly film. It's still silly and Nigerian, but in a witty, essentially thought-provoking way. It's a statement. An indepth look into physical vs spiritual balance, which we're all seeking today. A fable with humble esthetics.	positive
Good watch Nigerian Nollywood movie is on the next level, nice storyline..	positive
nollywood going up YEsSIR. this is a new bar set dude and i love that its written and directed by a woman	positive
Absolutely Splendid diving into a decade long issue of harassment by Lecturers Please more of this meaningful content. Not movies focused on Lekki and oil money lifestyles. Yes some things might have been better but it gets a 10 from me because this is the type of content i love to see come out of nollywood.  Big respect to you Kunle.	positive
great cinematography. good editing. could do with a better story. writing was good also. overall good movie. great work by genevieve nnaji	positive
Very Different!  This is not your everyday movie. The star actors really deserve awards for their roles. I loved every minute of it. Please watch!	positive
Loved everybit of this movie  I have seen this movie 5 times already. i really like the movie	positive
Mind Blowing Piece Of Work.  Enjoyed it. Been a while I saw a movie so well acted and delivered. The theme was beautifully touched on. Well done Genevieve Nnaji and Team. Looking forward to your next reviews	positive
Isoken is so beautiful 😍😍❤️ Love the outfits The ending location was beautiful too, and I enjoyed the ending itself as well.  I was feeling down and this film lifted me up 😁❤️	positive
Funny Christmas Comedy This movie had me cracking up from the start.	positive
Excellent and well portrayed series about the Nigerian Legal system  Very informative about the Nigerian Legal System. It also portrays the challenges in family business and the compromises that follow.	positive
Carries a rare sense of pensive cognizance and further provokes reflection on the part of its target audience.	positive
I would recommend this movie to anyone and everyone interested in Nigerian history and heritage.	positive
Juju stories is a three short stories in a 1 hr 20 mins movie. The first story 'Love Portion' is where the juice is, the second story is 'Yam' is a woeful failure and 'Suffer The Witch' is eerily good. It is a win, 2 out of 3 were good.	positive
a week in the life of nigerians. good stuff.	positive
We were blessed to see 'Coming From Insanity' with a thirty something strong audience and we could literally feel their veins bursting with excitement as we were drawn closer and closer to the climax.	positive
Enjoyable This movie is enjoyable. Just keep an open mind, It is nice to see how upcoming actors and musicians can hold their own. I binge-watched it.	positive
Beautiful movie depicting historic events in Benin kingdom Kudos to the cast and crew.	positive
EXCELLENT film! The actors were great performers. The scenery and backdrops were well done. The soundtrack outstanding. The storyline is the bomb!	positive
Audiences will be pleasantly entertained with Nigerian director Kemi Adetiba's The Wedding Party, a charming, romantic comedy with a unique international flavor.	positive
lol dis movie is funny ð???ð???ð???ð???ð???ð???ð???	positive
This movie is one that captured and then diminished my interest,but then captured it again.	positive
Uplifting, inspirational, beautiful movie.  My husband chose this movie and I didn't want to watch it. But I became totally sucked in and couldn't leave the room. The story of Sade is sad, but all that she goes through brings healing to her broken heart and changes her life in a meaningful and positive way. My husband and I both loved this movie!	positive
Interesting but...  It was too much melodramatic, but I enjoyed it. On the other hand this is a great tribute to all the medical staff who where at the epicenter of the crisis.	positive
Greetings, the movie the figurine reminds me a lesson from the English text book read during or probably school days, namely The Bottle Imp. The crux of the movie plot/story is identical equal to the bottle imp. Please no controversies, just my opinion, that is all.  Thanking you...	positive
This is an incredibly tasteful movie. Great acting by the leading lady.	positive
Kunle afolayan master piece	positive
The casting of KOB 2 gives the most appropriate roles to the people who would leave all on the screen, and they give stellar performances, including those who had non-speaking roles and cameo appearances. The acting is on point, so much that even facial expressions spoke volumes.	positive
Top notch All I have to say is that this movie was topnotch!!!! Kemi Adetiba you are the boss🙌🏽🙌🏽🙌🏽🙌🏽	positive
Best of Nollywood  This is truly an exceptional film. the acting as beautiful and believable. Kudos to the team behind the film and Biola Alabi. Seyi Shay is a star abeg. And the camera WOW!!! Nollywood to the world!!!	positive
Citation: Kunle Afolayan's Deceptively Simple Yet Incredibly Complex Movie	positive
Excellent Storyline and Great Characters  Can't wait for Season 2!!! The show is well written, the characters are fully developed and the story lines are complex.	positive
Absolutely brilliant  Couldn't have been better really. I wondered what they would create after the initial movie but this limited series shows that a lot of work went into the production of this movie.	positive
Great work This was a good one, watched it once but it was totally worth it.	positive
The quality of the script cannot be faulted. It shows a well researched storyline that flows naturally and has no stilted parts. You would keep wondering, thinking you had solved the crime, only for you to later realise the script is several steps ahead of you. The movie is two and half hours in length, but there is no dull moment.	positive
Great film  I worked on this film. I don't normally watch films I've worked on but this was amazing top man ade John	positive
Don't listen to this negative feedback  I’ve noticed some people can't handle the truth so they have to make up lies this is a great film not everything is true in the film but Adewale has said that but the old Tilbury skins are just jealous .... Take the film for what it is and understand life was bad in the 70s 80s for a lot of people enjoy the film and don't listen to this bad criticism.	positive
Was glued!!!!  I enjoyed it. It was brilliant coming from the stables of Hollywood movies. Not a wasted time spent	positive
It's good if you enjoy the subject  If this is a subject you like then it's a decent movie.  But it is extremely subdued and slow. The movie makes it worse and often is as loud as the speaking.	positive
Outstanding- sad, painful and jubilant	positive
This is a must see movie. I was very impressed!!!	positive
NOT A FAN OF NIGERIAN MOVIES, BUT THIS ONE PLEASES  The cast director selected wisely, the actors impressively reincarnate the true events back to life. Overall, its a cinematic masterpiece, hence the Netflix distribution.	positive
I'd say: worth watching!  Well made, well played, good actors, even though it might seem a bit slow at times (and over 2 hrs altogether), I still think it is worth watching anytime. Of course, it is not the brightest and happiest movie to watch during these corona and pandemic times...  but I liked it.	positive
I Enjoyed every bit of LionHeart. It warmed my heart watching Nollywood veterans bring the characters to life. Totally enjoyed Genevieve's acting.	positive
Powerful Movie asking and exposing the world medical system as satanic	positive
Absolutely Stunning Picture Incredible.  The lighting, cinematography, props are so beautiful, this movie can definitely be categorized as modern classic.	positive
My own understanding  The storyline is interesting and I loved everything about the movie 🔥🔥	positive
Amazing  The storyline is quiet interesting, the actors are amazing and it wasn't as predictable as I thought it would.. Picture quality is awesome, Molly wood has really grown.	positive
A must watch!  From beginning to end, the hairs on the back of my neck couldn't stop standing. The story line was simple yet captivating, the acting was bang on and flawless.	positive
Well, the movie is good, I actually enjoyed it I got what I expected after seeing the end scene of Chief Daddy (the first movie) The actors did a good job with their roles, and yea the movie gat me laughing 😂😂 It was hilarious.	positive
This movie is a beautiful representation of a modern life for a family faces with running a failing company in Nigeria, the camera play, acting and just overall environment of the movie exceeded its expectations.  LOVED IT	positive
Good African Soap Opera. Two Thumbs Up	positive
I thought it would be quite boring, however it was more engaging than I supposed, good characters, good acting, marathoning Nigerian movies and in love with them... , by the elite population, sad observation, apart from the patriarchal machismo, the scene of the wife humiliating herself to apologize, on her knees, was outrageous, although it has a comical character, veiled submission, or explicit...	positive
Beautifully written!  Theré weré no words minced and no truth, decorated falsely. This teaches a whole lot of message and exposure to the human trafficking world! Plus Sharon Ooja is such an exceptional actress.	positive
THE BEST MOVIE. EVER.  Things Fall Apart is the BEST movie ever. Even better than The Force Awakens. It should have won at least 5 Oscars. Okonkwo is the sexiest man I've ever seen, and everyone I've met who have seen him desire him.	positive
Great documentary  Spent the entire time looking at her beautiful skin( bev naya) and listening to the soothing soundtrack.	positive
Well written and superbly directed!  Nigeria is really peculiar, from the demographics and its diversity, Doctor Lanre touches every part our realities and everyday living. Doctor Lanre is a must watch!	positive
One of the best in African drama series  The talent, top notch , such quality acting from those ladies, hands down perfect.and the script was informative and well executed.  Keep it up Nollywood you're on the right track.	positive
Petition for a season 2!  I really really loved this and could totally relate, interesting from start to finish, kudos to cast and directors. Can there be a season and maybe better publicity?	positive
Loved the movie  It had a slow start but quickly picked up! A must watch!	positive
Powerful and deeply human film This is a very beautiful and thought-provoking movie which I can highly recommend to everyone.	positive
Great Movie  Kudos to the production team. Excellent Movie, The picture quality was Superb. Depiction of culture, through language, mannerisms etc was impeccable	positive
"""Narradores de Javé"", a generally hidden treasure even here in Brazil, is a very good Brazilian film with a simple, but good story."	positive
MY FAVORITE ROMCOM, YOU BITCHES COULD NEVER!!! and i was rooting for the white man... what about it? i can hate em and love em at the same time, the duality of man. thank you	positive
A great inspirational movie. A great family movie to watch with older kids.	positive
I loved this	positive
great movie, sending love from Naija	positive
Such wonderful writing  Doctor Lanre is a wonderful movie. Had so much fun watching this one. It captures the everyday life, demographic, region, it is diverse and a joy to watch.	positive
Brilliant film. a really good watch	positive
Amazing  This is a much watch movie , absolutely draws you in ,in this true story , please please watch this as you won't be disappointed	positive
Great ending. This movie kept me interested until the end, which is not easy to find in movies these days. A little predictable but still has suspense.	positive
Some very fine acting  With all the fake drama dominating Nollywood, which nothing says about the life of average Nigerian, Mokalik almost feels revolutionary. Values are the thread of an only apparently simple story. Really wish this movie may set a bew trend	positive
Want to watch again This is one of those Nigerian movies you watch over and over and over again. Great work all through.	positive
Overall, it's a fascinating slice of modern history that may be unfamiliar to some, which can also give us an insight into the making of contemporary Nigeria.	positive
Original  I am impressed. And I am rarely with 9ja movies/series. But am here at 1am watching this. It connects the dots. Kudos to the effort. Arese kudos.	positive
Not only does the plot fail to grip the viewer's attention, but the acting is the poorest, most unconvincing ever.	negative
This movie is long and dull. Even the background music is tepid. And there's nothing that can do to save the movie.	negative
A fine way to completely ruin your day	negative
unsettling	negative
The subjects in Swallow would make anyone cry -- poverty, sexual harassment, drug dealing, systemic corruption -- but the movie and all the characters are flat and emotionless.	negative
Though the central performance is impressively raw Farming's uncompromising bleakness drowns out the fascinating story, making it a far tougher watch than it needs to be.	negative
Story inconsistencies and the mystical balderdash were too appalling to be saved	negative
There wasn't a single person that wasn't insulting this as we trooped out. Even cinema staffers who didn't pay, were hissing. Horrible	negative
Equally powerful and uncomfortable, Farming is a stark reminder of the dangerous lengths that self-loathing can lead to.	negative
A terrible way to start the year; 'Akpe' is a mess.	negative
You might not hate yourself for seeing 'SuperStar' but you will leave feeling numb & comatose.	negative
It would definitely be unfair to the entire cast and crew if I left this one out. Totally unfair!	negative
Like other misguided projects like it, 'Knock Out Blessing' was made primarily for the purpose of massaging its producers' ego rather than pleasing its Nigerian audience.	negative
Akinnuoye-Agbaje's slightly numbed screenplay never gets to grips with who Eni is	negative
Fifty minutes is spent advertising a holiday resort in Lagos, Movie closes. Money down the drain. Not recommended	negative
Such a shame really; 'The Island' is a waste of amazing talent.	negative
if I said to you, that this was a spectacular movie, I would be telling a lie.	negative
Its lateness aside, the real problem with 'Funke' is that it is boring and unexciting.	negative
Not recommended! Crispy dry and terribly banal,	negative
Ultimately, this is a crappy offering that shouldn't have been brought to cinema.	negative
Production is fine, above average. Colour is sharp. And acting isn't horrific. The problem is the complete lack of intellectual strength in the story & the story-telling. A quick example will suffice:	negative
the amount of felonies this 6 year old committed over the course of this film became too many to count	negative
Suitable for 14 year olds Performed like a very clean Disney story. Limp and vacuous.	negative
There are some funny touches and moments of freewheeling energy, but it is too broad, with acting and directing styles that are a little like afternoon TV.	negative
Average The plot is just too short and predictable.	negative
But unfortunately, these shining moments were just to few and far between for them to justify paying serious money to see this	negative
moreover the drama between Joseph to his wife is played naturally but I feel like this is more documentry then a movie…	negative
Consequently, rhythms of long and short hisses echoed intermittently from the audience	negative
No one deserves to watch this shitty movie	negative
snooze fest, not much story, ridiculous soundtracks	negative
add horrible ADR, and average to really bad acting, and you have —- a nightmare.	negative
It doesn't go wholly wrong all at once, but damned if the filmmakers don't lose the thread and stumble and lurch and pad this thing until their Nollywood film is Bollywood length, without the wit, warmth or content to justify it	negative
Grotesque and sub-standard. Boring and downright stupid!	negative
A flawed first feature film, but it shows a great deal of promise	negative
Concerning this popular movie #KOB I can't say it better or worst than the rest of nollyhood,	negative
Made in Heaven' is a stupid movie. It is so stupid, it will irritate you to the point you will start laughing out of sheer frustration. You will grow so weary seeing it, you will suddenly find yourself feeling as though you just might be enjoying the foolishness of this foolish movie. Very ridiculous movie. Complete rubbish!	negative
Slow moving, great acting and contains a few chills but the ending was unforgiving	negative
. In the absence of such a perfect storm, avoid stabbing your wallet in the heart with this 'Dagger'. Definitely not recommended	negative
When I say that the drive for comedy is turning our content to shit, this is a prime example.	negative
If  you watched Chief Daddy: Going For Broke on its New Year Day release on Netflix and immediately thought it to be a contender for the worst movie of the year, know that the fault isn't yours;	negative
Lazy and depressing!	negative
snooze fest, not much story, ridiculous soundtracks	negative
The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great.	negative
Low quality for Such a High Budget	negative
A good plot. Terrible post-production.	negative
Not recommended.	negative
Great story, poor acting.	negative
A star studded movie that made stars look like they were acting a kindergarten play	negative
Not recommended.	negative
Preposterous! Horrendous! Disgraceful! A glowing shame.	negative
This movie's lineup makes me want to like it desperately, but it's difficult to relish amid the dim screenwriting by Genevieve Nnaji.	negative
By sure, one on the worst horror movies ever made...	negative
Talk about the acting though, the story script, it's something out of this world	negative
"Though falsely classified as ""Horror"", 'Bridal Shower' is in actual fact not a Horror-movie. It is a Stupid-movie- Completely and utterly stupid!"	negative
it is wholesomely pointless - A desperate money grab.	negative
Major Disappointment	negative
Boring	negative
Charming but incompetent	negative
Ruined by technical malfeasance, 'The Perfect Picture' proves to be miles away from being perfect.	negative
Slow moving predictability This film definitely belongs in the junior high circuit.	negative
but the sound and music was so bad that it destroyed anything good	negative
Did not watch all of this crap. Not even second rate, obviously racially inclined crap from an African nation with no film industry.	negative
Good storyline, poor execution	negative
The acting was bad, the soundtrack were repetitive, the storyline was... (if there was one I would have described it here).	negative
The plot it's good, but the technical aspects aren't that good at all.	negative
A clunky, clumsy handling of a book with (here untapped) depth	negative
There's nothing good about 'That Which Binds Us'. Absolutely nothing.	negative
Production of this movie is tight but the heart is missing	negative
Focused as it is on the relationship between Joseph and Suzy, the movie sheds little light on the February 13, 1976, assassination, which brought Olusegan Obasanjo to power.	negative
Utter rubbish! These are not serious people. Please, don't reward them with your Naira.	negative
this movie has to be the most depressing romantic comedy we have ever seen.	negative
Probably the worst acting ever in a movie which seems to be made with enough money.	negative
Way too slow. What a waste of time.	negative
I cant believe I spent 2 hours watching this movie	negative
i really don’t like this movie	negative
PLOT IS ALMOST EMPTY.	negative
Weak dialogue, amateurish battle scenes.	negative
From poor directing, to crap story; questionable acting to illogicality; shallow sceenwriting to bad editing..	negative
This movie is ugly.	negative
Asides from being terribly predictable and featuring generally below average acting, it is plagued by a be-fumbling series of subpar attempts at recreating worn out crime caper staples.	negative
I hate how this movie is titled.	negative
Bland and dreary, 'Efunsetan Aniwura' is an exposé in gratuitously lazy and painfully appalling story-telling.	negative
I am livid	negative
THE LACK OF LANDSCAPE POSTERS FOR NOLLYWOOD FILMS	negative
ABSOLUTE RUBBISH	negative
this film promised so much but turned out to be gut wrenching ridiculous. Rubbish!!	negative
They seriously use smash bro’s title cards to introduce the characters...	negative
The movie seemed generally flat and draggy though out.	negative
It promised laughter, but the comedy was minimal and elicited smiles rather than the hearty laughter you expect when you go to the cinema for a comedy.	negative
Abigail isn't very good, the bad guy is a bit of a moustache twister, and they figured out that it sucks for black people to go back in time	negative
The lead female role a huge disappointment.	negative
The ending was the only enjoyable part of this for me. Good for her.	negative
"A travesty This is a disgrace and an awful disservice to CNA. Shame on this ""film""."	negative
A Trainwreck of a movie. 90s minutes of dissapointing Sound editing and acting.	negative
confused Was this what a good movie looked like in Africa in 2012? If so then ... it was great! I have to wonder (in that case) if it's gotten any better in 2021?.	negative
. Knock Out Blessing' is an utterly useless movie that ought not to have been made, or at least not released to the public. Rubbish!	negative
Unnecessarily long For me,	negative
for amateur actors that also had no direction from Akinropo. The sound was bad, probably from the lack of boom mics.	negative
Suga Suga has too many eye rolling scenes that eventually ended in an anticlimactic resolution of a weak conflict.	negative
Dishearteningly, Enitan's transition from lost soul to a scholar and now an artist gets shoved into the final minutes left over after all the bleakness.	negative
My first Nigerian movie  For the past several years, I have come across a number of reports telling about how the country of Nigeria has a successful domestic film industry. While that fact definitely intrigued me, I was unable to find any Nigerian movies available for me to look at until I stumbled upon this one on Netflix. To be honest, I was expecting something pretty crudely made, and to a large degree this is true. While there are some pretty good composed shots and/or direction that indicate that at times some real effort was being made by the filmmakers, the movie has far more shortcomings. The cinematography is unimpressive, there's very little in the way of production values, and the acting by many of the performers is amateurish. Actually, I might have been able to forgive all that had the movie's biggest problem did not exist, that being that it's far too long (121 minutes in length) and far too slowly paced. This is a story that really needed to be cut down either at the script stage or when the footage was being edited. There is a twist towards the end that's a little interesting (despite my ability to somewhat predict it before it unfolded), but it's too little and too late to make it worth sitting through a story that's too long and too slow. Still, if you have heard of Nigerian cinema and are curious about experiencing a sample of it, I've just told you of one possible accessible choice.	negative
Unfortunately, we can't bear cowboy pistols, space guns, cut & sow costumes, annoyingly talentless filming and unnecessary long form remembrance ceremonies for already shown footage all buttered up with ridiculously unintelligent revelations of supposed-to-be shockers that were apparent from the beginning.	negative
Unfortunately, the film is often stately and sluggish with some very daytime-soapy moments of emotional revelation.	negative
The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great.	negative
Once Upon A Night' is a dud.	negative
As it is, you get no sense of place or character because too much has to be glossed over to fit it all in.	negative
This movie is too boring for cinema.	negative
bad	negative
We call it a kidnap- Held hostage for fifty odd minutes, we were forced on an excursion of the resort grounds, Not recommended.	negative
